value,date
66350.0,2013-10-01
66506.3,2013-10-02
66662.5,2013-10-05
66997.7,2013-10-06
67019.0,2013-10-07
67505.3,2013-10-08
68461.5,2013-10-09
69703.5,2013-10-12
70951.5,2013-10-13
71471.8,2013-10-14
72766.5,2013-10-15
74400.2,2013-10-19
73335.6,2013-10-20
73636.1,2013-10-21
72997.7,2013-10-22
73030.7,2013-10-23
73549.8,2013-10-26
72201.0,2013-10-27
72215.0,2013-10-28
73167.4,2013-10-29
73553.2,2013-10-30
73504.8,2013-11-02
73766.2,2013-11-03
73733.6,2013-11-04
74438.1,2013-11-05
75868.9,2013-11-06
76959.9,2013-11-09
77118.9,2013-11-10
76895.9,2013-11-11
76932.9,2013-11-12
77673.0,2013-11-16
77214.2,2013-11-17
77328.1,2013-11-18
78142.0,2013-11-19
78424.1,2013-11-20
78874.5,2013-11-23
80022.2,2013-11-24
81186.8,2013-11-25
81549.5,2013-11-26
82129.8,2013-11-27
83572.5,2013-11-30
84384.9,2013-12-01
83706.5,2013-12-02
83775.6,2013-12-03
84211.4,2013-12-04
84659.4,2013-12-07
85149.9,2013-12-08
85310.4,2013-12-09
85962.2,2013-12-10
86511.2,2013-12-11
85691.1,2013-12-14
87024.1,2013-12-15
88112.5,2013-12-16
87646.1,2013-12-17
87726.2,2013-12-18
86957.1,2013-12-21
87015.5,2013-12-22
88113.7,2013-12-24
88190.7,2013-12-25
87691.7,2013-12-28
87425.2,2013-12-29
87451.9,2013-12-30
88313.4,2014-01-01
88926.7,2014-01-04
89500.6,2014-01-05
89355.7,2014-01-06
88749.3,2014-01-07
88069.0,2014-01-08
87792.7,2014-01-11
85404.1,2014-01-12
87112.9,2014-01-13
87102.6,2014-01-14
85700.6,2014-01-15
84973.2,2014-01-18
83641.5,2014-01-20
83252.4,2014-01-21
82028.8,2014-01-22
82670.3,2014-01-25
81905.6,2014-01-26
80861.4,2014-01-27
81644.4,2014-01-28
82797.7,2014-01-29
84164.7,2014-02-01
83606.5,2014-02-02
83165.0,2014-02-03
83170.6,2014-02-04
82214.3,2014-02-05
81066.8,2014-02-08
80949.5,2014-02-09
80240.3,2014-02-10
79136.6,2014-02-12
79153.1,2014-02-15
79769.2,2014-02-16
80603.0,2014-02-17
80435.7,2014-02-18
80986.5,2014-02-19
81325.0,2014-02-22
81281.6,2014-02-23
80849.8,2014-02-24
80087.4,2014-02-25
79785.5,2014-02-26
80105.0,2014-03-01
79584.1,2014-03-02
78518.8,2014-03-03
78072.6,2014-03-04
78447.2,2014-03-05
78231.0,2014-03-08
77515.6,2014-03-09
77219.5,2014-03-10
76582.7,2014-03-11
76583.4,2014-03-12
77191.3,2014-03-15
77816.2,2014-03-16
78430.8,2014-03-17
78968.1,2014-03-18
79015.4,2014-03-19
79013.5,2014-03-25
78619.4,2014-03-26
78239.7,2014-03-29
78469.2,2014-03-30
78741.3,2014-03-31
78547.7,2014-04-05
77634.7,2014-04-06
77418.6,2014-04-07
77817.5,2014-04-08
77423.9,2014-04-09
76501.8,2014-04-12
74920.7,2014-04-13
73973.4,2014-04-14
73847.6,2014-04-15
74161.2,2014-04-16
73637.8,2014-04-19
74160.0,2014-04-20
75035.3,2014-04-21
75735.2,2014-04-22
75980.5,2014-04-23
77404.1,2014-04-26
77923.6,2014-04-27
78131.1,2014-04-28
78151.3,2014-04-29
78164.3,2014-04-30
77939.0,2014-05-03
77569.2,2014-05-04
77763.8,2014-05-05
77717.3,2014-05-06
77752.4,2014-05-07
77931.0,2014-05-10
77734.2,2014-05-11
77596.4,2014-05-12
77610.2,2014-05-14
76901.8,2014-05-17
76987.5,2014-05-18
76528.9,2014-05-19
76634.4,2014-05-20
76767.6,2014-05-21
76703.9,2014-05-24
76394.2,2014-05-25
76212.0,2014-05-26
76067.8,2014-05-28
75687.1,2014-05-31
74543.4,2014-06-01
74735.9,2014-06-02
75102.8,2014-06-03
75329.5,2014-06-07
75353.5,2014-06-08
75240.5,2014-06-09
74836.7,2014-06-10
74499.1,2014-06-11
73516.0,2014-06-14
72631.8,2014-06-15
72748.8,2014-06-16
72638.0,2014-06-17
72873.1,2014-06-18
72969.0,2014-06-21
72900.8,2014-06-22
72544.9,2014-06-23
72344.4,2014-06-24
72249.9,2014-06-25
71662.0,2014-06-28
70970.3,2014-06-29
70341.5,2014-06-30
70423.0,2014-07-01
70876.6,2014-07-02
72162.2,2014-07-05
71960.2,2014-07-06
71916.6,2014-07-07
73025.0,2014-07-08
73416.4,2014-07-09
73555.9,2014-07-12
73226.2,2014-07-13
73347.4,2014-07-14
73457.9,2014-07-15
73754.2,2014-07-16
73750.2,2014-07-20
73890.5,2014-07-21
74526.1,2014-07-22
74841.6,2014-07-23
74840.3,2014-07-26
74848.0,2014-07-27
74997.6,2014-07-28
74841.0,2014-08-02
74637.4,2014-08-03
74709.2,2014-08-04
74697.5,2014-08-05
74613.8,2014-08-06
74398.6,2014-08-09
74398.9,2014-08-10
74547.5,2014-08-11
74455.1,2014-08-12
74363.0,2014-08-13
74051.0,2014-08-16
73952.6,2014-08-17
73906.8,2014-08-18
73902.6,2014-08-19
73905.7,2014-08-20
73868.0,2014-08-23
73529.5,2014-08-24
73499.9,2014-08-25
73540.9,2014-08-26
73312.2,2014-08-27
72941.8,2014-08-30
72778.4,2014-08-31
72339.8,2014-09-01
72232.4,2014-09-02
72121.5,2014-09-03
71822.4,2014-09-06
71665.4,2014-09-07
71815.2,2014-09-08
71930.1,2014-09-09
71925.4,2014-09-10
71486.0,2014-09-13
71386.7,2014-09-14
71402.3,2014-09-15
71408.3,2014-09-16
71443.6,2014-09-17
71445.0,2014-09-20
71545.3,2014-09-21
71685.8,2014-09-22
71726.5,2014-09-23
71788.1,2014-09-24
71702.2,2014-09-27
71643.7,2014-09-28
71675.2,2014-09-29
71664.0,2014-09-30
71640.5,2014-10-01
71670.1,2014-10-04
71821.5,2014-10-06
71718.9,2014-10-07
71783.7,2014-10-08
71771.7,2014-10-11
71791.5,2014-10-12
71893.1,2014-10-14
71978.6,2014-10-15
72016.5,2014-10-18
72281.0,2014-10-19
73550.4,2014-10-20
74109.1,2014-10-21
74132.8,2014-10-22
74152.0,2014-10-25
73940.8,2014-10-26
73958.9,2014-10-27
73967.8,2014-10-28
74151.1,2014-10-29
75028.0,2014-11-01
75368.6,2014-11-02
76166.6,2014-11-05
76420.5,2014-11-08
76553.4,2014-11-09
76560.8,2014-11-10
76708.0,2014-11-11
76589.4,2014-11-12
75946.5,2014-11-15
75930.8,2014-11-16
75965.9,2014-11-17
75409.4,2014-11-18
75248.4,2014-11-19
75042.6,2014-11-22
75389.6,2014-11-23
75949.0,2014-11-24
74740.9,2014-11-25
74076.1,2014-11-26
73245.1,2014-11-29
72189.5,2014-11-30
72120.7,2014-12-01
72258.5,2014-12-02
71860.2,2014-12-03
71712.0,2014-12-06
71170.0,2014-12-07
71376.6,2014-12-08
71381.7,2014-12-09
71043.0,2014-12-10
70291.6,2014-12-14
69542.6,2014-12-15
69608.6,2014-12-16
69494.8,2014-12-17
69537.5,2014-12-20
70094.4,2014-12-22
70153.5,2014-12-24
69705.0,2014-12-27
69625.5,2014-12-28
69424.0,2014-12-29
69254.5,2014-12-30
68973.1,2014-12-31
68829.9,2015-01-03
68650.6,2015-01-04
68232.1,2015-01-05
67471.0,2015-01-06
66902.0,2015-01-07
66197.9,2015-01-10
65512.8,2015-01-11
66000.1,2015-01-12
65929.1,2015-01-13
65939.1,2015-01-14
66273.3,2015-01-17
66319.2,2015-01-18
65835.0,2015-01-19
65564.7,2015-01-20
65028.9,2015-01-21
65029.1,2015-01-24
65105.0,2015-01-25
65114.1,2015-01-26
65127.7,2015-01-27
65256.1,2015-01-28
65542.8,2015-01-31
65544.7,2015-02-01
65555.9,2015-02-02
65597.4,2015-02-03
65771.6,2015-02-04
65787.2,2015-02-07
65366.3,2015-02-08
64917.5,2015-02-09
64840.9,2015-02-10
64932.1,2015-02-14
64926.8,2015-02-15
64993.6,2015-02-16
64811.2,2015-02-17
64720.0,2015-02-18
64867.1,2015-02-21
64719.9,2015-02-22
64678.4,2015-02-23
64525.8,2015-02-24
64051.7,2015-02-25
63950.9,2015-02-28
63860.1,2015-03-01
63954.8,2015-03-02
63996.0,2015-03-03
64014.9,2015-03-04
63911.1,2015-03-07
63806.7,2015-03-08
63846.7,2015-03-09
63852.8,2015-03-10
64070.7,2015-03-11
64610.3,2015-03-14
64980.6,2015-03-15
65122.8,2015-03-16
61532.9,2015-03-17
62531.8,2015-03-18
62885.0,2015-03-25
63625.5,2015-03-28
65099.9,2015-03-29
65175.1,2015-03-30
65728.0,2015-03-31
67827.0,2015-04-04
70261.7,2015-04-05
70843.9,2015-04-06
70159.9,2015-04-07
70684.7,2015-04-08
70022.8,2015-04-11
68783.9,2015-04-12
68454.1,2015-04-13
68465.3,2015-04-14
68078.8,2015-04-15
67374.0,2015-04-18
67378.8,2015-04-19
67016.7,2015-04-20
66828.6,2015-04-21
66569.2,2015-04-22
66540.6,2015-04-25
66208.9,2015-04-26
65576.8,2015-04-27
65508.2,2015-04-28
65634.1,2015-04-29
65088.3,2015-05-03
64415.8,2015-05-04
64168.1,2015-05-05
64069.1,2015-05-06
63530.2,2015-05-09
62885.9,2015-05-10
63069.8,2015-05-11
63316.0,2015-05-12
63531.4,2015-05-13
63465.1,2015-05-17
63522.8,2015-05-18
63644.3,2015-05-19
63703.1,2015-05-20
63427.8,2015-05-23
63363.8,2015-05-24
63496.5,2015-05-25
63419.1,2015-05-26
63402.1,2015-05-27
63419.9,2015-05-30
63227.9,2015-05-31
63227.0,2015-06-01
63289.8,2015-06-02
63297.6,2015-06-06
63187.3,2015-06-07
62952.3,2015-06-08
62317.9,2015-06-09
62322.2,2015-06-10
62571.2,2015-06-13
62653.3,2015-06-14
62442.0,2015-06-15
62558.9,2015-06-16
63559.7,2015-06-17
63836.2,2015-06-20
63810.7,2015-06-21
64276.5,2015-06-22
64839.5,2015-06-23
64857.6,2015-06-24
64812.2,2015-06-27
64301.4,2015-06-28
64332.9,2015-06-29
64922.6,2015-06-30
64861.8,2015-07-01
65860.8,2015-07-04
65780.1,2015-07-05
66019.9,2015-07-06
66761.4,2015-07-07
66817.8,2015-07-11
67646.4,2015-07-12
69194.5,2015-07-13
69433.5,2015-07-14
68827.7,2015-07-15
68827.7,2015-07-19
68148.4,2015-07-20
68050.7,2015-07-21
67643.9,2015-07-22
67036.3,2015-07-25
66977.4,2015-07-26
66441.4,2015-07-27
66489.5,2015-07-28
66780.7,2015-07-29
66829.7,2015-08-01
66530.5,2015-08-02
66626.7,2015-08-03
66445.7,2015-08-04
66451.0,2015-08-05
66000.9,2015-08-08
65973.5,2015-08-09
65903.1,2015-08-10
65703.3,2015-08-12
65314.3,2015-08-15
65239.9,2015-08-16
65302.5,2015-08-17
65189.4,2015-08-18
65218.3,2015-08-19
65225.0,2015-08-22
64881.4,2015-08-23
64651.6,2015-08-24
64197.3,2015-08-25
64206.2,2015-08-26
64451.3,2015-08-29
64467.3,2015-08-30
64225.8,2015-08-31
64251.0,2015-09-01
64276.2,2015-09-02
64497.0,2015-09-05
64506.6,2015-09-06
64518.4,2015-09-07
64511.7,2015-09-08
63467.7,2015-09-09
63482.5,2015-09-12
62958.2,2015-09-13
62993.0,2015-09-14
62536.5,2015-09-15
62264.5,2015-09-16
62254.7,2015-09-19
61553.2,2015-09-20
61328.0,2015-09-21
61576.8,2015-09-22
61686.0,2015-09-23
61530.9,2015-09-26
61563.0,2015-09-27
61568.9,2015-09-28
61578.8,2015-09-29
61498.3,2015-09-30
61217.4,2015-10-03
61163.7,2015-10-04
61233.6,2015-10-05
61209.8,2015-10-06
61389.8,2015-10-07
61396.9,2015-10-10
61287.1,2015-10-11
61296.6,2015-10-12
61434.4,2015-10-13
61973.3,2015-10-14
62799.1,2015-10-17
63071.4,2015-10-18
63126.7,2015-10-19
63142.0,2015-10-20
63175.0,2015-10-21
62792.8,2015-10-25
62803.3,2015-10-26
62923.0,2015-10-27
62923.7,2015-10-28
62948.6,2015-10-31
62942.7,2015-11-01
62855.7,2015-11-02
62811.6,2015-11-03
62927.4,2015-11-04
63000.4,2015-11-07
62999.2,2015-11-08
63035.7,2015-11-09
63044.3,2015-11-10
63056.4,2015-11-11
63070.6,2015-11-14
63083.5,2015-11-15
63108.6,2015-11-16
63013.6,2015-11-17
62871.3,2015-11-18
62889.0,2015-11-21
62923.9,2015-11-22
62795.7,2015-11-23
62720.9,2015-11-24
62734.6,2015-11-25
62635.4,2015-11-28
62639.1,2015-11-29
62647.7,2015-11-30
62550.0,2015-12-01
62577.1,2015-12-05
62420.2,2015-12-06
62374.8,2015-12-07
62392.4,2015-12-08
62409.8,2015-12-09
62310.7,2015-12-13
62216.3,2015-12-14
62233.3,2015-12-15
62147.3,2015-12-16
61734.0,2015-12-19
61501.5,2015-12-20
61518.5,2015-12-21
61414.2,2015-12-22
61420.7,2015-12-23
61436.9,2015-12-26
61455.3,2015-12-27
61469.3,2015-12-28
61691.0,2015-12-30
61700.1,2016-01-02
61710.2,2016-01-03
61728.1,2016-01-04
62055.9,2016-01-05
62632.8,2016-01-06
62655.0,2016-01-09
62461.0,2016-01-10
62788.7,2016-01-11
62841.2,2016-01-12
63516.9,2016-01-13
64860.9,2016-01-16
65424.1,2016-01-17
65119.5,2016-01-18
66118.1,2016-01-19
66562.5,2016-01-20
66960.4,2016-01-23
67740.1,2016-01-24
68857.5,2016-01-25
70999.5,2016-01-26
71011.0,2016-01-27
71393.9,2016-01-30
71118.8,2016-01-31
72912.8,2016-02-01
73725.5,2016-02-02
73684.0,2016-02-03
74103.6,2016-02-06
74569.4,2016-02-07
75783.8,2016-02-08
78199.1,2016-02-09
77497.9,2016-02-10
76594.2,2016-02-13
76709.5,2016-02-14
77377.5,2016-02-15
77141.6,2016-02-16
77888.0,2016-02-17
77560.9,2016-02-20
77234.9,2016-02-21
77587.7,2016-02-22
77704.0,2016-02-23
77840.2,2016-02-24
78228.3,2016-02-27
77733.8,2016-02-28
77539.2,2016-02-29
77648.8,2016-03-01
77697.8,2016-03-02
78022.2,2016-03-05
78093.0,2016-03-06
78158.4,2016-03-07
78220.0,2016-03-08
78312.1,2016-03-09
79366.5,2016-03-12
80236.7,2016-03-14
80037.5,2016-03-15
80219.4,2016-03-16
81200.3,2016-03-26
81261.0,2016-03-27
80935.7,2016-03-28
80561.3,2016-03-29
81480.4,2016-03-30
81536.9,2016-04-02
80852.7,2016-04-03
80872.1,2016-04-04
80965.8,2016-04-05
80752.7,2016-04-06
80654.0,2016-04-09
80280.7,2016-04-10
80262.4,2016-04-11
80109.3,2016-04-12
79588.3,2016-04-13
77984.8,2016-04-16
77516.2,2016-04-17
78435.4,2016-04-18
78430.9,2016-04-19
78269.0,2016-04-20
78281.7,2016-04-23
78448.3,2016-04-24
78688.4,2016-04-25
78394.4,2016-04-26
78404.7,2016-04-27
78414.6,2016-04-30
78384.4,2016-05-01
78285.4,2016-05-02
78044.4,2016-05-03
78033.8,2016-05-04
77423.9,2016-05-07
77045.3,2016-05-08
77106.0,2016-05-09
76630.4,2016-05-10
75982.6,2016-05-11
76138.6,2016-05-14
75863.2,2016-05-15
75980.5,2016-05-16
76292.9,2016-05-17
76413.3,2016-05-18
76448.3,2016-05-21
76613.9,2016-05-23
76692.8,2016-05-24
76853.0,2016-05-25
76690.6,2016-05-28
76387.0,2016-05-29
76431.5,2016-05-30
76144.2,2016-05-31
76084.2,2016-06-01
76160.6,2016-06-05
76128.6,2016-06-06
75874.5,2016-06-07
75876.2,2016-06-08
74850.1,2016-06-11
74817.8,2016-06-12
74700.5,2016-06-13
73959.7,2016-06-14
73877.1,2016-06-15
73906.5,2016-06-18
73027.9,2016-06-19
72615.0,2016-06-20
72799.2,2016-06-21
73644.8,2016-06-22
73672.0,2016-06-25
73743.5,2016-06-26
74190.5,2016-06-28
73940.3,2016-06-29
73965.5,2016-07-02
74064.0,2016-07-03
73947.2,2016-07-04
74049.1,2016-07-05
73716.6,2016-07-09
73764.2,2016-07-10
73816.7,2016-07-11
73736.0,2016-07-12
73763.0,2016-07-13
73868.0,2016-07-16
74194.8,2016-07-17
74196.9,2016-07-18
74313.6,2016-07-19
74514.1,2016-07-20
74934.3,2016-07-23
75183.9,2016-07-24
75466.5,2016-07-25
75501.0,2016-07-26
76225.7,2016-07-27
76579.7,2016-07-31
76647.4,2016-08-01
77089.8,2016-08-02
77856.5,2016-08-03
78324.9,2016-08-06
78704.6,2016-08-07
78324.9,2016-08-08
78368.4,2016-08-09
78190.5,2016-08-10
78218.8,2016-08-13
78205.1,2016-08-14
77828.8,2016-08-15
77855.5,2016-08-16
77879.0,2016-08-17
77968.7,2016-08-20
78086.4,2016-08-21
78086.1,2016-08-22
77964.0,2016-08-23
78081.5,2016-08-24
77757.6,2016-08-27
77313.6,2016-08-28
77345.6,2016-08-29
77358.6,2016-08-30
77167.9,2016-08-31
76747.0,2016-09-03
76509.4,2016-09-04
76522.2,2016-09-05
76669.6,2016-09-06
76742.2,2016-09-07
76640.3,2016-09-10
76643.9,2016-09-11
76444.2,2016-09-13
76455.4,2016-09-14
76104.9,2016-09-17
76166.7,2016-09-18
76272.6,2016-09-19
76450.9,2016-09-21
76906.9,2016-09-24
77081.5,2016-09-25
77089.8,2016-09-26
77143.1,2016-09-27
77300.3,2016-09-28
77478.8,2016-10-01
77287.6,2016-10-02
77265.3,2016-10-03
77335.3,2016-10-04
77183.0,2016-10-05
77217.0,2016-10-08
77435.8,2016-10-09
77655.1,2016-10-10
77886.4,2016-10-15
77569.1,2016-10-16
77707.2,2016-10-17
77849.5,2016-10-18
78091.5,2016-10-19
78387.2,2016-10-22
78370.3,2016-10-23
78568.8,2016-10-24
78761.9,2016-10-25
79299.6,2016-10-26
80340.7,2016-10-29
80339.2,2016-10-30
80263.7,2016-10-31
79659.2,2016-11-01
79670.9,2016-11-02
79253.5,2016-11-05
79137.5,2016-11-06
79632.3,2016-11-07
79871.4,2016-11-08
78411.6,2016-11-09
79010.7,2016-11-12
79048.5,2016-11-13
79341.5,2016-11-14
79236.2,2016-11-15
79268.4,2016-11-16
79278.6,2016-11-19
79319.0,2016-11-21
79393.8,2016-11-22
79385.6,2016-11-23
79541.4,2016-11-26
79625.9,2016-11-27
80018.6,2016-11-29
80058.8,2016-12-03
80063.7,2016-12-04
80081.2,2016-12-05
80830.5,2016-12-06
81341.6,2016-12-07
81250.5,2016-12-10
80925.9,2016-12-11
80915.5,2016-12-12
80741.2,2016-12-13
80683.6,2016-12-14
80709.0,2016-12-18
80413.1,2016-12-19
80122.7,2016-12-20
80250.0,2016-12-21
80161.2,2016-12-24
79898.9,2016-12-25
79966.5,2016-12-26
79800.8,2016-12-27
79691.8,2016-12-28
79486.6,2016-12-31
78896.0,2017-01-01
78968.9,2017-01-02
78983.7,2017-01-03
78990.3,2017-01-04
78826.5,2017-01-07
78833.4,2017-01-08
78609.5,2017-01-09
78622.0,2017-01-11
78876.2,2017-01-14
79073.2,2017-01-15
79084.2,2017-01-16
79280.4,2017-01-17
79382.2,2017-01-18
79206.6,2017-01-21
79218.0,2017-01-22
79263.5,2017-01-23
78249.1,2017-01-24
78049.0,2017-01-25
77714.1,2017-01-28
77707.3,2017-01-29
77961.4,2017-01-30
77975.4,2017-01-31
77414.9,2017-02-01
76825.7,2017-02-04
76616.0,2017-02-05
76678.7,2017-02-06
76766.0,2017-02-07
76792.8,2017-02-08
76816.8,2017-02-11
76827.7,2017-02-12
76975.5,2017-02-13
77000.2,2017-02-14
77189.7,2017-02-15
77599.1,2017-02-18
77658.6,2017-02-19
77698.2,2017-02-20
77800.2,2017-02-21
77847.2,2017-02-22
77863.5,2017-02-25
77574.7,2017-02-26
77590.7,2017-02-27
77602.3,2017-02-28
77475.2,2017-03-01
77135.1,2017-03-04
76766.9,2017-03-05
76789.7,2017-03-06
76800.4,2017-03-07
76285.5,2017-03-08
76315.6,2017-03-11
76329.0,2017-03-12
76332.0,2017-03-13
76639.0,2017-03-14
76737.9,2017-03-15
77230.0,2017-03-18
77485.8,2017-03-25
77502.9,2017-03-26
77523.3,2017-03-27
77548.5,2017-03-28
77584.4,2017-03-29
77616.8,2017-04-03
77647.1,2017-04-04
77689.9,2017-04-05
77804.7,2017-04-08
77860.4,2017-04-09
78107.8,2017-04-10
78132.4,2017-04-12
78383.3,2017-04-15
78471.7,2017-04-16
78247.5,2017-04-17
78339.8,2017-04-18
78651.4,2017-04-19
79302.7,2017-04-22
79390.6,2017-04-23
79425.9,2017-04-24
79596.9,2017-04-26
79755.6,2017-04-29
79785.0,2017-04-30
79826.6,2017-05-01
79942.1,2017-05-02
79969.2,2017-05-03
79697.4,2017-05-06
79660.9,2017-05-07
79744.1,2017-05-08
79858.8,2017-05-09
80127.1,2017-05-10
80142.0,2017-05-13
79963.0,2017-05-14
79957.5,2017-05-15
80129.3,2017-05-16
80344.2,2017-05-17
81077.6,2017-05-20
81194.0,2017-05-21
81124.4,2017-05-22
81124.4,2017-05-23
81146.2,2017-05-24
80921.2,2017-05-27
80713.2,2017-05-28
80607.9,2017-05-29
80511.5,2017-05-30
80513.3,2017-05-31
80288.9,2017-06-03
80293.5,2017-06-06
79758.5,2017-06-07
79855.7,2017-06-10
79870.7,2017-06-11
79564.1,2017-06-12
79426.9,2017-06-13
79465.7,2017-06-14
79285.0,2017-06-17
78990.4,2017-06-18
78859.2,2017-06-19
78867.5,2017-06-20
78736.2,2017-06-21
78652.7,2017-06-24
78665.5,2017-06-25
78704.5,2017-06-28
78799.7,2017-07-01
78765.3,2017-07-02
78659.2,2017-07-03
78632.5,2017-07-04
78700.2,2017-07-05
78881.6,2017-07-08
78985.4,2017-07-09
79377.0,2017-07-10
79490.4,2017-07-11
79509.6,2017-07-12
79658.9,2017-07-15
79620.8,2017-07-16
79692.9,2017-07-17
79735.7,2017-07-18
80162.5,2017-07-19
80670.8,2017-07-22
80863.0,2017-07-23
80933.9,2017-07-24
81181.7,2017-07-25
81509.3,2017-07-26
81420.9,2017-07-29
81491.4,2017-07-30
81533.5,2017-07-31
81415.9,2017-08-01
81265.9,2017-08-02
81384.1,2017-08-06
81285.7,2017-08-07
81313.9,2017-08-08
81579.3,2017-08-09
81763.1,2017-08-12
81661.5,2017-08-13
81659.3,2017-08-14
81696.3,2017-08-15
81741.9,2017-08-16
81954.9,2017-08-19
82016.2,2017-08-20
82075.0,2017-08-21
82372.4,2017-08-22
82541.8,2017-08-23
82897.1,2017-08-26
82885.0,2017-08-27
83012.1,2017-08-28
83252.0,2017-08-29
83272.9,2017-08-30
83428.2,2017-09-02
83345.2,2017-09-03
83452.1,2017-09-04
83733.5,2017-09-05
83675.3,2017-09-06
83255.7,2017-09-10
83369.1,2017-09-11
83469.2,2017-09-12
83523.8,2017-09-13
83683.2,2017-09-16
83916.6,2017-09-17
84414.5,2017-09-18
85343.9,2017-09-19
85831.8,2017-09-20
85798.4,2017-09-23
85588.8,2017-09-24
85516.9,2017-09-25
85628.8,2017-09-26
85819.0,2017-09-27
85514.9,2017-10-02
85355.0,2017-10-03
85429.5,2017-10-04
85069.5,2017-10-07
84564.9,2017-10-08
84611.6,2017-10-09
84734.4,2017-10-10
84744.1,2017-10-11
85263.6,2017-10-14
85394.9,2017-10-15
85590.7,2017-10-16
85660.0,2017-10-17
85768.0,2017-10-18
86430.5,2017-10-21
86480.2,2017-10-22
86346.2,2017-10-23
86529.2,2017-10-24
86636.8,2017-10-25
86935.4,2017-10-28
87416.6,2017-10-29
87477.2,2017-10-30
87649.9,2017-10-31
87844.9,2017-11-01
87868.6,2017-11-04
87905.1,2017-11-05
87843.7,2017-11-06
87883.1,2017-11-07
87897.4,2017-11-08
87795.2,2017-11-11
87744.7,2017-11-12
87832.5,2017-11-13
87949.8,2017-11-14
88005.9,2017-11-15
88202.3,2017-11-18
88261.2,2017-11-20
88774.6,2017-11-21
89339.1,2017-11-22
90469.5,2017-11-25
90655.5,2017-11-26
91255.2,2017-11-28
91152.2,2017-11-29
91296.7,2017-12-02
90951.8,2017-12-03
90936.6,2017-12-04
91092.2,2017-12-05
91160.3,2017-12-09
91198.9,2017-12-10
91552.4,2017-12-11
92628.9,2017-12-12
93283.7,2017-12-13
93283.6,2017-12-14
93283.6,2017-12-15
94606.4,2017-12-16
95600.7,2017-12-17
95477.4,2017-12-18
95590.6,2017-12-19
95508.6,2017-12-20
96816.0,2017-12-23
97529.3,2017-12-24
98358.4,2017-12-25
98152.7,2017-12-26
97899.1,2017-12-27
97211.4,2017-12-30
95561.5,2017-12-31
96207.9,2018-01-01
96241.2,2018-01-02
95929.4,2018-01-03
96270.3,2018-01-06
96234.5,2018-01-07
96332.5,2018-01-08
96149.2,2018-01-09
96185.9,2018-01-10
96627.5,2018-01-13
97228.6,2018-01-14
97944.0,2018-01-15
98596.9,2018-01-16
98923.5,2018-01-17
98817.2,2018-01-20
98221.0,2018-01-21
98628.4,2018-01-22
99224.7,2018-01-23
99522.1,2018-01-24
99355.5,2018-01-27
99414.5,2018-01-28
99046.1,2018-01-29
98557.8,2018-01-30
98133.5,2018-01-31
97718.8,2018-02-03
97808.1,2018-02-04
98033.5,2018-02-05
97927.5,2018-02-06
98299.7,2018-02-07
97782.7,2018-02-10
97924.7,2018-02-12
98103.3,2018-02-13
98347.9,2018-02-14
98429.6,2018-02-17
98311.6,2018-02-18
98148.5,2018-02-19
98157.3,2018-02-21
98176.9,2018-02-24
98080.2,2018-02-25
98098.5,2018-02-26
98100.8,2018-02-27
97961.7,2018-02-28
97388.7,2018-03-03
97354.3,2018-03-04
97182.6,2018-03-05
96991.0,2018-03-06
96860.3,2018-03-07
96594.5,2018-03-10
96028.4,2018-03-11
96194.4,2018-03-12
96314.1,2018-03-13
95525.9,2018-03-14
95577.3,2018-03-17
95819.6,2018-03-18
96289.9,2018-03-19
96425.9,2018-03-25
96489.7,2018-03-26
96596.6,2018-03-27
96938.8,2018-03-28
97086.1,2018-04-03
97150.5,2018-04-04
96779.8,2018-04-07
96341.2,2018-04-08
97120.7,2018-04-09
96748.0,2018-04-10
96287.0,2018-04-11
95987.5,2018-04-15
95506.2,2018-04-16
95522.7,2018-04-17
95523.8,2018-04-18
95265.8,2018-04-21
94494.2,2018-04-22
94299.5,2018-04-23
94576.3,2018-04-24
94796.1,2018-04-25
94284.4,2018-04-28
93805.5,2018-04-29
93586.9,2018-04-30
93612.1,2018-05-01
93100.6,2018-05-05
92849.9,2018-05-06
93165.9,2018-05-07
93605.8,2018-05-08
93691.1,2018-05-09
93891.1,2018-05-12
94165.8,2018-05-13
94703.4,2018-05-14
94905.9,2018-05-15
94940.2,2018-05-16
95103.1,2018-05-19
95136.4,2018-05-20
95227.4,2018-05-21
95229.9,2018-05-22
95445.0,2018-05-23
95794.0,2018-05-26
95626.0,2018-05-27
95529.6,2018-05-28
95409.6,2018-05-29
95577.6,2018-05-30
95951.9,2018-06-02
95998.8,2018-06-03
96077.1,2018-06-09
95915.9,2018-06-10
95847.4,2018-06-11
96378.7,2018-06-12
99146.2,2018-06-13
102452.4,2018-06-17
104533.5,2018-06-18
106504.1,2018-06-19
108872.9,2018-06-20
109401.4,2018-06-23
112061.3,2018-06-24
115174.5,2018-06-25
113527.7,2018-06-26
111324.8,2018-06-27
111528.2,2018-06-30
108694.1,2018-07-01
109937.1,2018-07-02
112346.5,2018-07-03
112490.0,2018-07-04
111051.6,2018-07-07
110851.4,2018-07-08
110849.0,2018-07-10
109505.1,2018-07-11
108916.6,2018-07-14
108072.3,2018-07-15
108110.0,2018-07-16
107780.6,2018-07-17
107776.6,2018-07-18
108295.5,2018-07-21
108830.8,2018-07-22
108658.9,2018-07-23
108395.9,2018-07-24
108800.1,2018-07-25
108800.1,2018-07-26
