jdate,value,date
1396-10-26,98596.9,2018-01-16
1396-10-27,98923.5,2018-01-17
1396-10-30,98817.2,2018-01-20
1396-11-01,98221.0,2018-01-21
1396-11-02,98628.4,2018-01-22
1396-11-03,99224.7,2018-01-23
1396-11-04,99522.1,2018-01-24
1396-11-07,99355.5,2018-01-27
1396-11-08,99414.5,2018-01-28
1396-11-09,99046.1,2018-01-29
1396-11-10,98557.8,2018-01-30
1396-11-11,98133.5,2018-01-31
1396-11-14,97718.8,2018-02-03
1396-11-15,97808.1,2018-02-04
1396-11-16,98033.5,2018-02-05
1396-11-17,97927.5,2018-02-06
1396-11-18,98299.7,2018-02-07
1396-11-21,97782.7,2018-02-10
1396-11-23,97924.7,2018-02-12
1396-11-24,98103.3,2018-02-13
1396-11-25,98347.9,2018-02-14
1396-11-28,98429.6,2018-02-17
1396-11-29,98311.6,2018-02-18
1396-11-30,98148.5,2018-02-19
1396-12-02,98157.3,2018-02-21
1396-12-05,98176.9,2018-02-24
1396-12-06,98080.2,2018-02-25
1396-12-07,98098.5,2018-02-26
1396-12-08,98100.8,2018-02-27
1396-12-09,97961.7,2018-02-28
1396-12-12,97388.7,2018-03-03
1396-12-13,97354.3,2018-03-04
1396-12-14,97182.6,2018-03-05
1396-12-15,96991.0,2018-03-06
1396-12-16,96860.3,2018-03-07
1396-12-19,96594.5,2018-03-10
1396-12-20,96028.4,2018-03-11
1396-12-21,96194.4,2018-03-12
1396-12-22,96314.1,2018-03-13
1396-12-23,95525.9,2018-03-14
1396-12-26,95577.3,2018-03-17
1396-12-27,95819.6,2018-03-18
1396-12-28,96289.9,2018-03-19
1397-01-05,96425.9,2018-03-25
1397-01-06,96489.7,2018-03-26
1397-01-07,96596.6,2018-03-27
1397-01-08,96938.8,2018-03-28
1397-01-14,97086.1,2018-04-03
1397-01-15,97150.5,2018-04-04
1397-01-18,96779.8,2018-04-07
1397-01-19,96341.2,2018-04-08
1397-01-20,97120.7,2018-04-09
1397-01-21,96748.0,2018-04-10
1397-01-22,96287.0,2018-04-11
1397-01-26,95987.5,2018-04-15
1397-01-27,95506.2,2018-04-16
1397-01-28,95522.7,2018-04-17
1397-01-29,95523.8,2018-04-18
1397-02-01,95265.8,2018-04-21
1397-02-02,94494.2,2018-04-22
1397-02-03,94299.5,2018-04-23
1397-02-04,94576.3,2018-04-24
1397-02-05,94796.1,2018-04-25
1397-02-08,94284.4,2018-04-28
1397-02-09,93805.5,2018-04-29
1397-02-10,93586.9,2018-04-30
1397-02-11,93612.1,2018-05-01
1397-02-15,93100.6,2018-05-05
1397-02-16,92849.9,2018-05-06
1397-02-17,93165.9,2018-05-07
1397-02-18,93605.8,2018-05-08
1397-02-19,93691.1,2018-05-09
1397-02-22,93891.1,2018-05-12
1397-02-23,94165.8,2018-05-13
1397-02-24,94703.4,2018-05-14
1397-02-25,94905.9,2018-05-15
1397-02-26,94940.2,2018-05-16
1397-02-29,95103.1,2018-05-19
1397-02-30,95136.4,2018-05-20
1397-02-31,95227.4,2018-05-21
1397-03-01,95229.9,2018-05-22
1397-03-02,95445.0,2018-05-23
1397-03-05,95794.0,2018-05-26
1397-03-06,95626.0,2018-05-27
1397-03-07,95529.6,2018-05-28
1397-03-08,95409.6,2018-05-29
1397-03-09,95577.6,2018-05-30
1397-03-12,95951.9,2018-06-02
1397-03-13,95998.8,2018-06-03
1397-03-19,96077.1,2018-06-09
1397-03-20,95915.9,2018-06-10
1397-03-21,95847.4,2018-06-11
1397-03-22,96378.7,2018-06-12
1397-03-23,99146.2,2018-06-13
1397-03-27,102452.4,2018-06-17
1397-03-28,104533.5,2018-06-18
1397-03-29,106504.1,2018-06-19
1397-03-30,108872.9,2018-06-20
1397-04-02,109401.4,2018-06-23
1397-04-03,112061.3,2018-06-24
1397-04-04,115174.5,2018-06-25
1397-04-05,113527.7,2018-06-26
1397-04-06,111324.8,2018-06-27
1397-04-09,111528.2,2018-06-30
1397-04-10,108694.1,2018-07-01
1397-04-11,109937.1,2018-07-02
1397-04-12,112346.5,2018-07-03
1397-04-13,112490.0,2018-07-04
1397-04-16,111051.6,2018-07-07
1397-04-17,110851.4,2018-07-08
1397-04-19,110849.0,2018-07-10
1397-04-20,109505.1,2018-07-11
1397-04-23,108916.6,2018-07-14
1397-04-24,108072.3,2018-07-15
1397-04-25,108110.0,2018-07-16
1397-04-26,107780.6,2018-07-17
1397-04-27,107776.6,2018-07-18
1397-04-30,108295.5,2018-07-21
1397-04-31,108830.8,2018-07-22
1397-05-01,108658.9,2018-07-23
1397-05-02,108395.9,2018-07-24
1397-05-03,108800.1,2018-07-25
1397-05-04,108800.1,2018-07-26
1397-05-05,108800.1,2018-07-27
1397-05-06,111877.9,2018-07-28
1397-05-07,113852.3,2018-07-29
1397-05-08,116759.5,2018-07-30
1397-05-09,121173.5,2018-07-31
1397-05-10,123951.3,2018-08-01
1397-05-13,124353.7,2018-08-04
1397-05-14,128448.0,2018-08-05
1397-05-15,133328.3,2018-08-06
1397-05-16,133584.4,2018-08-07
1397-05-17,131521.6,2018-08-08
1397-05-20,129013.8,2018-08-11
1397-05-21,129901.9,2018-08-12
1397-05-22,128522.7,2018-08-13
1397-05-23,130927.7,2018-08-14
1397-05-24,130476.9,2018-08-15
1397-05-27,131535.8,2018-08-18
1397-05-28,134354.8,2018-08-19
1397-05-29,137072.9,2018-08-20
1397-05-30,136910.6,2018-08-21
1397-06-03,136343.4,2018-08-25
1397-06-04,138582.6,2018-08-26
1397-06-05,140309.2,2018-08-27
1397-06-06,136765.9,2018-08-28
1397-06-07,137472.4,2018-08-29
1397-06-10,136109.7,2018-09-01
1397-06-11,133676.1,2018-09-02
1397-06-12,135257.8,2018-09-03
1397-06-13,137983.8,2018-09-04
1397-06-14,137714.2,2018-09-05
1397-06-17,139628.7,2018-09-08
1397-06-18,142234.4,2018-09-09
1397-06-19,146998.7,2018-09-10
1397-06-20,148577.6,2018-09-11
1397-06-21,155061.1,2018-09-12
1397-06-24,158119.2,2018-09-15
1397-06-25,155710.2,2018-09-16
1397-06-26,158071.9,2018-09-17
1397-06-27,157328.7,2018-09-18
1397-06-31,160538.2,2018-09-22
1397-07-01,165072.1,2018-09-23
1397-07-02,168624.7,2018-09-24
1397-07-03,174618.2,2018-09-25
1397-07-04,180635.6,2018-09-26
1397-07-07,187406.1,2018-09-29
1397-07-08,195104.0,2018-09-30
1397-07-09,195480.2,2018-10-01
1397-07-10,188259.4,2018-10-02
1397-07-11,185559.3,2018-10-03
1397-07-14,184085.2,2018-10-06
1397-07-15,176419.4,2018-10-07
1397-07-16,175185.5,2018-10-08
1397-07-17,180847.6,2018-10-09
1397-07-18,181015.7,2018-10-10
1397-07-21,175033.0,2018-10-13
1397-07-22,174826.4,2018-10-14
1397-07-23,180601.5,2018-10-15
1397-07-24,182834.1,2018-10-16
1397-07-25,182929.1,2018-10-17
1397-07-28,188575.8,2018-10-20
1397-07-29,189438.0,2018-10-21
1397-07-30,187778.9,2018-10-22
1397-08-01,185318.7,2018-10-23
1397-08-02,181060.0,2018-10-24
1397-08-05,178841.3,2018-10-27
1397-08-06,180626.9,2018-10-28
1397-08-07,183219.5,2018-10-29
1397-08-09,183367.3,2018-10-31
1397-08-12,183448.8,2018-11-03
1397-08-13,182918.6,2018-11-04
1397-08-14,184159.8,2018-11-05
1397-08-15,185100.4,2018-11-06
1397-08-19,184231.1,2018-11-10
1397-08-20,180668.3,2018-11-11
1397-08-21,182211.7,2018-11-12
1397-08-22,183212.2,2018-11-13
1397-08-23,181994.3,2018-11-14
1397-08-26,178819.3,2018-11-17
1397-08-27,173557.7,2018-11-18
1397-08-28,175816.5,2018-11-19
1397-08-29,176458.7,2018-11-20
1397-08-30,175713.2,2018-11-21
1397-09-03,171252.9,2018-11-24
1397-09-05,166463.5,2018-11-26
1397-09-06,167199.8,2018-11-27
1397-09-07,163772.1,2018-11-28
1397-09-10,159853.8,2018-12-01
1397-09-11,163138.5,2018-12-02
1397-09-12,166304.4,2018-12-03
1397-09-13,165701.7,2018-12-04
1397-09-14,166860.1,2018-12-05
1397-09-17,167083.2,2018-12-08
1397-09-18,166891.2,2018-12-09
1397-09-19,166915.9,2018-12-10
1397-09-20,166235.0,2018-12-11
1397-09-21,165352.1,2018-12-12
1397-09-24,164485.9,2018-12-15
1397-09-25,161708.1,2018-12-16
1397-09-26,159749.9,2018-12-17
1397-09-27,159146.4,2018-12-18
1397-09-28,156083.2,2018-12-19
1397-10-01,154550.5,2018-12-22
1397-10-02,156693.8,2018-12-23
1397-10-03,157484.0,2018-12-24
1397-10-04,156950.3,2018-12-25
1397-10-05,158443.7,2018-12-26
1397-10-08,160774.0,2018-12-29
1397-10-09,161309.8,2018-12-30
1397-10-10,161405.3,2018-12-31
1397-10-11,161840.8,2019-01-01
1397-10-12,160898.9,2019-01-02
1397-10-15,161107.4,2019-01-05
1397-10-16,161275.8,2019-01-06
1397-10-17,162323.6,2019-01-07
1397-10-18,163967.2,2019-01-08
1397-10-19,164829.4,2019-01-09
1397-10-22,164929.9,2019-01-12
1397-10-23,164493.8,2019-01-13
1397-10-24,164696.4,2019-01-14
1397-10-25,165445.5,2019-01-15
1397-10-26,165595.0,2019-01-16
1397-10-29,166131.1,2019-01-19
1397-10-30,165575.1,2019-01-20
1397-11-01,161922.2,2019-01-21
1397-11-02,162805.7,2019-01-22
1397-11-03,162940.9,2019-01-23
1397-11-06,162477.5,2019-01-26
1397-11-07,160798.0,2019-01-27
1397-11-08,159818.2,2019-01-28
1397-11-09,160153.0,2019-01-29
1397-11-10,160294.9,2019-01-30
1397-11-13,159855.4,2019-02-02
1397-11-14,157355.2,2019-02-03
1397-11-15,158043.9,2019-02-04
1397-11-16,158394.2,2019-02-05
1397-11-17,158535.5,2019-02-06
1397-11-21,158468.2,2019-02-10
1397-11-23,157973.3,2019-02-12
1397-11-24,157310.8,2019-02-13
1397-11-27,157113.6,2019-02-16
1397-11-28,156155.0,2019-02-17
1397-11-29,156705.1,2019-02-18
1397-11-30,157387.5,2019-02-19
1397-12-01,159489.5,2019-02-20
1397-12-04,164267.8,2019-02-23
1397-12-05,166030.3,2019-02-24
1397-12-06,166793.6,2019-02-25
1397-12-07,164712.2,2019-02-26
1397-12-08,165295.1,2019-02-27
1397-12-11,164370.3,2019-03-02
1397-12-12,164442.7,2019-03-03
1397-12-13,164238.6,2019-03-04
1397-12-14,162593.6,2019-03-05
1397-12-15,162827.3,2019-03-06
1397-12-18,163007.3,2019-03-09
1397-12-19,164470.4,2019-03-10
1397-12-20,167371.5,2019-03-11
1397-12-21,167909.7,2019-03-12
1397-12-22,169115.5,2019-03-13
1397-12-25,171124.9,2019-03-16
1397-12-26,172522.5,2019-03-17
1397-12-27,175898.8,2019-03-18
1397-12-28,178659.1,2019-03-19
1398-01-05,179194.3,2019-03-25
1398-01-06,179766.4,2019-03-26
1398-01-07,181542.4,2019-03-27
1398-01-10,185358.0,2019-03-30
1398-01-11,185281.1,2019-03-31
1398-01-17,186535.5,2019-04-06
1398-01-18,188073.8,2019-04-07
1398-01-19,188592.8,2019-04-08
1398-01-20,190425.1,2019-04-09
1398-01-21,193978.3,2019-04-10
1398-01-24,195202.7,2019-04-13
1398-01-25,196084.1,2019-04-14
1398-01-26,201805.8,2019-04-15
1398-01-27,201890.8,2019-04-16
1398-01-28,199911.3,2019-04-17
1398-01-31,204375.3,2019-04-20
1398-02-02,204322.0,2019-04-22
1398-02-03,202857.5,2019-04-23
1398-02-04,203776.9,2019-04-24
1398-02-07,205287.4,2019-04-27
1398-02-08,209243.9,2019-04-28
1398-02-09,214867.6,2019-04-29
1398-02-10,216642.0,2019-04-30
1398-02-11,220109.0,2019-05-01
1398-02-14,224589.6,2019-05-04
1398-02-15,224057.3,2019-05-05
1398-02-16,215820.6,2019-05-06
1398-02-17,208197.1,2019-05-07
1398-02-18,211344.1,2019-05-08
1398-02-21,209154.9,2019-05-11
1398-02-22,204069.3,2019-05-12
1398-02-23,207751.7,2019-05-13
1398-02-24,211746.4,2019-05-14
1398-02-25,211017.8,2019-05-15
1398-02-28,212747.7,2019-05-18
1398-02-29,212851.5,2019-05-19
1398-02-30,211871.7,2019-05-20
1398-02-31,215091.6,2019-05-21
1398-03-01,215168.6,2019-05-22
1398-03-04,214314.2,2019-05-25
1398-03-05,217573.9,2019-05-26
1398-03-07,223253.8,2019-05-28
1398-03-08,224476.8,2019-05-29
1398-03-11,222387.8,2019-06-01
1398-03-12,224544.4,2019-06-02
1398-03-13,226983.4,2019-06-03
1398-03-18,226888.2,2019-06-08
1398-03-19,229808.8,2019-06-09
1398-03-20,230267.7,2019-06-10
1398-03-21,230617.5,2019-06-11
1398-03-22,233352.8,2019-06-12
1398-03-25,234167.7,2019-06-15
1398-03-26,238220.2,2019-06-16
1398-03-27,238160.7,2019-06-17
1398-03-28,237148.2,2019-06-18
1398-03-29,234879.4,2019-06-19
1398-04-01,233886.1,2019-06-22
1398-04-02,237459.9,2019-06-23
1398-04-03,242568.1,2019-06-24
1398-04-04,245098.7,2019-06-25
1398-04-05,248577.8,2019-06-26
1398-04-09,248533.0,2019-06-30
1398-04-10,247122.5,2019-07-01
1398-04-11,248275.9,2019-07-02
1398-04-12,248944.0,2019-07-03
1398-04-15,245445.6,2019-07-06
1398-04-16,246447.5,2019-07-07
1398-04-17,249252.6,2019-07-08
1398-04-18,248716.1,2019-07-09
1398-04-19,249622.1,2019-07-10
1398-04-22,250605.0,2019-07-13
1398-04-23,253577.8,2019-07-14
1398-04-24,253303.3,2019-07-15
1398-04-25,246268.1,2019-07-16
1398-04-26,246790.4,2019-07-17
1398-04-29,246437.4,2019-07-20
1398-04-30,249661.6,2019-07-21
1398-04-31,253056.8,2019-07-22
1398-05-01,251278.3,2019-07-23
1398-05-02,252864.6,2019-07-24
1398-05-05,252275.4,2019-07-27
1398-05-06,252324.7,2019-07-28
1398-05-07,252488.3,2019-07-29
1398-05-08,252898.1,2019-07-30
1398-05-09,254445.7,2019-07-31
1398-05-12,254453.9,2019-08-03
1398-05-13,255530.2,2019-08-04
1398-05-14,256698.2,2019-08-05
1398-05-15,255512.0,2019-08-06
1398-05-16,255163.3,2019-08-07
1398-05-19,255306.4,2019-08-10
1398-05-20,255876.2,2019-08-11
1398-05-22,257097.2,2019-08-13
1398-05-23,261391.5,2019-08-14
1398-05-26,261405.8,2019-08-17
1398-05-27,260992.0,2019-08-18
1398-05-28,262941.0,2019-08-19
1398-05-30,266127.2,2019-08-21
1398-06-02,269986.1,2019-08-24
1398-06-03,269225.3,2019-08-25
1398-06-04,274871.8,2019-08-26
1398-06-05,278469.9,2019-08-27
1398-06-06,278674.9,2019-08-28
1398-06-09,284139.2,2019-08-31
1398-06-10,286114.8,2019-09-01
1398-06-11,283062.7,2019-09-02
1398-06-12,285573.6,2019-09-03
1398-06-13,290178.5,2019-09-04
1398-06-16,294601.6,2019-09-07
1398-06-17,296731.8,2019-09-08
1398-06-20,299930.7,2019-09-11
1398-06-23,304460.1,2019-09-14
1398-06-24,302395.7,2019-09-15
1398-06-25,305917.2,2019-09-16
1398-06-26,302082.1,2019-09-17
1398-06-27,294166.6,2019-09-18
1398-06-30,297712.6,2019-09-21
1398-06-31,302103.6,2019-09-22
1398-07-01,311471.4,2019-09-23
1398-07-02,312206.5,2019-09-24
1398-07-03,314409.2,2019-09-25
1398-07-06,320023.9,2019-09-28
1398-07-07,318250.6,2019-09-29
1398-07-08,324705.9,2019-09-30
1398-07-09,326098.1,2019-10-01
1398-07-10,326117.2,2019-10-02
1398-07-13,327305.8,2019-10-05
1398-07-14,320208.4,2019-10-06
1398-07-15,320909.7,2019-10-07
1398-07-16,314469.8,2019-10-08
1398-07-17,313049.1,2019-10-09
1398-07-20,322059.8,2019-10-12
1398-07-21,326190.8,2019-10-13
1398-07-22,319871.6,2019-10-14
1398-07-23,308978.9,2019-10-15
1398-07-24,309640.3,2019-10-16
1398-07-28,301391.1,2019-10-20
1398-07-29,302173.1,2019-10-21
1398-07-30,308314.9,2019-10-22
1398-08-01,305807.6,2019-10-23
1398-08-04,303449.8,2019-10-26
1398-08-06,305969.9,2019-10-28
1398-08-08,309661.3,2019-10-30
1398-08-11,308730.2,2019-11-02
1398-08-12,308960.9,2019-11-03
1398-08-13,304676.5,2019-11-04
1398-08-14,305333.2,2019-11-05
1398-08-18,305858.9,2019-11-09
1398-08-19,302795.1,2019-11-10
1398-08-20,303944.1,2019-11-11
1398-08-21,306655.3,2019-11-12
1398-08-22,307094.1,2019-11-13
1398-08-25,306885.8,2019-11-16
1398-08-26,302340.6,2019-11-17
1398-08-27,302726.3,2019-11-18
1398-08-28,304688.5,2019-11-19
1398-08-29,304997.0,2019-11-20
1398-09-02,305622.5,2019-11-23
1398-09-03,305774.0,2019-11-24
1398-09-04,308477.2,2019-11-25
1398-09-05,309643.3,2019-11-26
1398-09-06,311230.1,2019-11-27
1398-09-09,314587.9,2019-11-30
1398-09-10,318670.5,2019-12-01
1398-09-11,320194.8,2019-12-02
1398-09-12,320814.4,2019-12-03
1398-09-13,322527.9,2019-12-04
1398-09-16,327624.8,2019-12-07
1398-09-17,332567.2,2019-12-08
1398-09-18,335792.0,2019-12-09
1398-09-19,339434.4,2019-12-10
1398-09-20,339386.6,2019-12-11
1398-09-23,343291.8,2019-12-14
1398-09-24,344115.1,2019-12-15
1398-09-25,344487.6,2019-12-16
1398-09-26,346870.7,2019-12-17
1398-09-27,350322.6,2019-12-18
1398-09-30,353996.7,2019-12-21
1398-10-01,356721.1,2019-12-22
1398-10-02,359365.5,2019-12-23
1398-10-03,362259.3,2019-12-24
1398-10-04,361088.4,2019-12-25
1398-10-07,367632.1,2019-12-28
1398-10-08,369729.9,2019-12-29
1398-10-09,375547.7,2019-12-30
1398-10-10,377012.6,2019-12-31
1398-10-11,384099.6,2020-01-01
1398-10-14,367334.2,2020-01-04
1398-10-15,365815.5,2020-01-05
1398-10-17,358843.2,2020-01-07
1398-10-18,353807.7,2020-01-08
1398-10-21,359807.4,2020-01-11
1398-10-22,375650.2,2020-01-12
1398-10-23,392038.4,2020-01-13
1398-10-24,395912.6,2020-01-14
1398-10-25,399445.3,2020-01-15
1398-10-28,409962.5,2020-01-18
1398-10-29,410694.5,2020-01-19
1398-10-30,409807.8,2020-01-20
1398-11-01,406008.9,2020-01-21
1398-11-02,411211.5,2020-01-22
1398-11-05,417001.9,2020-01-25
1398-11-06,418312.5,2020-01-26
1398-11-07,420668.0,2020-01-27
1398-11-08,427139.4,2020-01-28
1398-11-12,426184.9,2020-02-01
1398-11-13,428217.0,2020-02-02
1398-11-14,438880.2,2020-02-03
1398-11-15,440199.1,2020-02-04
1398-11-16,445894.1,2020-02-05
1398-11-19,452842.3,2020-02-08
1398-11-20,454618.5,2020-02-09
1398-11-21,447151.9,2020-02-10
1398-11-23,459079.6,2020-02-12
1398-11-26,461988.4,2020-02-15
1398-11-27,472749.9,2020-02-16
1398-11-28,476812.7,2020-02-17
1398-11-29,472120.4,2020-02-18
1398-11-30,478755.7,2020-02-19
1398-12-03,481798.0,2020-02-22
1398-12-04,498904.5,2020-02-23
1398-12-05,503735.8,2020-02-24
1398-12-06,518512.8,2020-02-25
1398-12-07,523851.0,2020-02-26
1398-12-10,505801.0,2020-02-29
1398-12-11,515583.4,2020-03-01
1398-12-12,529329.0,2020-03-02
1398-12-13,544237.7,2020-03-03
1398-12-14,555167.7,2020-03-04
1398-12-17,549185.1,2020-03-07
1398-12-19,534378.4,2020-03-09
1398-12-20,519847.3,2020-03-10
1398-12-21,520211.8,2020-03-11
1398-12-24,502739.2,2020-03-14
1398-12-25,494405.7,2020-03-15
1398-12-26,506079.8,2020-03-16
1398-12-27,502429.7,2020-03-17
1398-12-28,512900.5,2020-03-18
1399-01-05,508661.5,2020-03-24
1399-01-06,521267.7,2020-03-25
1399-01-09,532525.3,2020-03-28
1399-01-10,545649.4,2020-03-29
1399-01-11,547658.5,2020-03-30
1399-01-16,567425.6,2020-04-04
1399-01-17,573904.0,2020-04-05
1399-01-18,569673.7,2020-04-06
1399-01-19,583383.0,2020-04-07
1399-01-20,597253.9,2020-04-08
1399-01-23,607855.9,2020-04-11
1399-01-24,623259.8,2020-04-12
1399-01-25,624528.5,2020-04-13
1399-01-26,626408.7,2020-04-14
1399-01-27,645762.5,2020-04-15
1399-01-30,668905.5,2020-04-18
1399-01-31,690037.0,2020-04-19
1399-02-01,708994.7,2020-04-20
1399-02-02,726136.7,2020-04-21
1399-02-03,741932.0,2020-04-22
1399-02-06,769372.7,2020-04-25
1399-02-07,797813.4,2020-04-26
1399-02-08,820505.4,2020-04-27
1399-02-09,845952.4,2020-04-28
1399-02-10,878101.2,2020-04-29
1399-02-13,917406.1,2020-05-02
1399-02-14,956199.9,2020-05-03
1399-02-15,979105.3,2020-05-04
1399-02-16,980571.1,2020-05-05
1399-02-17,977923.4,2020-05-06
1399-02-20,1020217.5,2020-05-09
1399-02-21,1043252.5,2020-05-10
1399-02-22,1047763.2,2020-05-11
1399-02-23,1021445.2,2020-05-12
1399-02-24,1017662.5,2020-05-13
1399-02-27,987475.2,2020-05-16
1399-02-28,968460.3,2020-05-17
1399-02-29,995180.6,2020-05-18
1399-02-30,1002124.5,2020-05-19
1399-02-31,986759.2,2020-05-20
1399-03-03,959840.4,2020-05-23
1399-03-06,926132.9,2020-05-26
1399-03-07,938557.2,2020-05-27
1399-03-10,973494.5,2020-05-30
1399-03-11,970412.9,2020-05-31
1399-03-12,988120.6,2020-06-01
1399-03-13,1028537.8,2020-06-02
1399-03-17,1068844.0,2020-06-06
1399-03-18,1116186.8,2020-06-07
1399-03-19,1118912.1,2020-06-08
1399-03-20,1118118.0,2020-06-09
1399-03-21,1153679.7,2020-06-10
1399-03-24,1189857.9,2020-06-13
1399-03-25,1185421.9,2020-06-14
1399-03-26,1200100.4,2020-06-15
1399-03-27,1229673.6,2020-06-16
1399-03-31,1270627.1,2020-06-20
1399-04-01,1300812.8,2020-06-21
1399-04-02,1341578.8,2020-06-22
1399-04-03,1391025.4,2020-06-23
1399-04-04,1419453.5,2020-06-24
1399-04-07,1466277.5,2020-06-27
1399-04-08,1491927.7,2020-06-28
1399-04-09,1481938.4,2020-06-29
1399-04-10,1546845.4,2020-06-30
1399-04-11,1612902.0,2020-07-01
1399-04-14,1621343.3,2020-07-04
1399-04-15,1655429.6,2020-07-05
1399-04-16,1718350.2,2020-07-06
1399-04-17,1747078.6,2020-07-07
1399-04-18,1753642.8,2020-07-08
1399-04-21,1741353.7,2020-07-11
1399-04-22,1812843.1,2020-07-12
1399-04-23,1822083.1,2020-07-13
1399-04-24,1844907.3,2020-07-14
1399-04-25,1841700.7,2020-07-15
1399-04-28,1809172.1,2020-07-18
1399-04-29,1865027.5,2020-07-19
1399-04-30,1924845.1,2020-07-20
1399-04-31,1916194.1,2020-07-21
1399-05-01,1901147.2,2020-07-22
1399-05-04,1952910.0,2020-07-25
1399-05-05,1946086.2,2020-07-26
1399-05-06,1933935.6,2020-07-27
1399-05-07,1941193.5,2020-07-28
1399-05-08,1904324.2,2020-07-29
1399-05-11,1961621.8,2020-08-01
1399-05-12,2011524.3,2020-08-02
1399-05-13,1993340.2,2020-08-03
1399-05-14,1995044.4,2020-08-04
1399-05-15,2034192.5,2020-08-05
1399-05-19,2078546.8,2020-08-09
1399-05-20,2065114.3,2020-08-10
1399-05-21,1999843.4,2020-08-11
1399-05-22,1975439.7,2020-08-12
1399-05-25,1903267.6,2020-08-15
1399-05-26,1813565.7,2020-08-16
1399-05-27,1815754.7,2020-08-17
1399-05-28,1825353.0,2020-08-18
1399-05-29,1757229.2,2020-08-19
1399-06-01,1727239.5,2020-08-22
1399-06-02,1662215.4,2020-08-23
1399-06-03,1608581.8,2020-08-24
1399-06-04,1650044.3,2020-08-25
1399-06-05,1718783.4,2020-08-26
1399-06-10,1728035.3,2020-08-31
1399-06-11,1684786.6,2020-09-01
1399-06-12,1631941.3,2020-09-02
1399-06-15,1642007.7,2020-09-05
1399-06-16,1647781.8,2020-09-06
1399-06-17,1607195.3,2020-09-07
1399-06-18,1570010.0,2020-09-08
1399-06-19,1556280.3,2020-09-09
1399-06-22,1583753.6,2020-09-12
1399-06-23,1578190.1,2020-09-13
1399-06-24,1607587.1,2020-09-14
1399-06-25,1664592.8,2020-09-15
1399-06-26,1704108.5,2020-09-16
1399-06-29,1699494.0,2020-09-19
1399-06-30,1652235.7,2020-09-20
1399-06-31,1595160.1,2020-09-21
1399-07-01,1581180.1,2020-09-22
1399-07-02,1611582.5,2020-09-23
1399-07-05,1615531.2,2020-09-26
1399-07-06,1570888.3,2020-09-27
1399-07-07,1515930.0,2020-09-28
1399-07-08,1492939.8,2020-09-29
1399-07-09,1503426.8,2020-09-30
1399-07-12,1546154.7,2020-10-03
1399-07-13,1522980.9,2020-10-04
1399-07-14,1490173.1,2020-10-05
1399-07-15,1514698.2,2020-10-06
1399-07-16,1540700.0,2020-10-07
1399-07-19,1541822.8,2020-10-10
1399-07-20,1597125.4,2020-10-11
1399-07-21,1579507.3,2020-10-12
1399-07-22,1579675.7,2020-10-13
1399-07-23,1561416.1,2020-10-14
1399-07-27,1514272.5,2020-10-18
1399-07-28,1462283.2,2020-10-19
1399-07-29,1419305.3,2020-10-20
1399-07-30,1412354.7,2020-10-21
1399-08-03,1374057.4,2020-10-24
1399-08-05,1336587.0,2020-10-26
1399-08-06,1302028.5,2020-10-27
1399-08-07,1288330.5,2020-10-28
1399-08-10,1305898.7,2020-10-31
1399-08-11,1279862.7,2020-11-01
1399-08-12,1264477.6,2020-11-02
1399-08-14,1290571.4,2020-11-04
1399-08-17,1262887.1,2020-11-07
1399-08-18,1240523.8,2020-11-08
1399-08-19,1215163.9,2020-11-09
1399-08-20,1211941.2,2020-11-10
1399-08-21,1221074.8,2020-11-11
1399-08-24,1247649.2,2020-11-14
1399-08-25,1257356.9,2020-11-15
1399-08-26,1273847.0,2020-11-16
1399-08-27,1296947.1,2020-11-17
1399-08-28,1345301.4,2020-11-18
1399-09-01,1366535.2,2020-11-21
1399-09-02,1358847.5,2020-11-22
1399-09-03,1375541.3,2020-11-23
1399-09-04,1357108.6,2020-11-24
1399-09-05,1367248.8,2020-11-25
1399-09-08,1390772.8,2020-11-28
1399-09-09,1427278.1,2020-11-29
1399-09-10,1465975.3,2020-11-30
1399-09-11,1473667.3,2020-12-01
1399-09-12,1470980.1,2020-12-02
1399-09-15,1490676.8,2020-12-05
1399-09-16,1523108.5,2020-12-06
1399-09-17,1512891.9,2020-12-07
1399-09-18,1507498.7,2020-12-08
1399-09-19,1506217.3,2020-12-09
1399-09-22,1527451.8,2020-12-12
1399-09-23,1515759.4,2020-12-13
1399-09-24,1484158.9,2020-12-14
1399-09-25,1428324.5,2020-12-15
1399-09-26,1413360.4,2020-12-16
1399-09-29,1444926.0,2020-12-19
1399-09-30,1439124.0,2020-12-20
1399-10-01,1436392.9,2020-12-21
1399-10-02,1444968.9,2020-12-22
1399-10-03,1447915.3,2020-12-23
1399-10-06,1423570.2,2020-12-26
1399-10-07,1419012.8,2020-12-27
1399-10-08,1437212.3,2020-12-28
1399-10-09,1411859.0,2020-12-29
1399-10-10,1397797.2,2020-12-30
1399-10-13,1354147.1,2021-01-02
1399-10-14,1355351.2,2021-01-03
1399-10-15,1374483.2,2021-01-04
1399-10-16,1350233.2,2021-01-05
1399-10-17,1310755.8,2021-01-06
1399-10-20,1285892.4,2021-01-09
1399-10-21,1306620.7,2021-01-10
1399-10-22,1301325.6,2021-01-11
1399-10-23,1260722.5,2021-01-12
1399-10-24,1229836.5,2021-01-13
1399-10-27,1186711.2,2021-01-16
1399-10-29,1150225.0,2021-01-18
1399-10-30,1150718.0,2021-01-19
