,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
292,20210509,1587,20,2880,9,16055269,43572127,58520531,1106865,186137408300,504617330660,677936166160,12818572800,11593.54030754639,11584.586718121202,11581.195718538138,11580.972205282487,-42465262.0
293,20210508,2007,17,4485,7,30269646,15353931,43438675,2184902,361850684490,182634393520,518195767410,26289310600,11954.242361803637,11929.364038152637,11894.959897891948,12032.260760436853,-13169029.0
294,20210505,2691,16,4695,21,47907386,17772065,47855953,17823498,573162081560,212856835340,572804656100,213214260800,11963.960662767115,11969.350105722478,11977.045736665941,11962.537364999844,51433.0
295,20210503,3364,28,4057,23,50189581,45191751,90026421,5354911,588343630020,529288503790,1054887633010,62744500800,11722.425616982138,11717.533822765208,11712.060101189705,11717.188352896996,-39836840.0
296,20210502,490,5,52,1,3266390,5518000,7584390,1200000,39359999500,66491900000,91391899500,14460000000,12050.0,12050.0,12050.0,12050.0,-4318000.0
297,20210501,1791,21,1999,13,18769369,27974698,44343896,2400171,233795417260,346953139680,550928066460,29820490480,12456.221477663954,12423.988782131368,12402.390891940997,12424.319133928375,-25574527.0
298,20210428,3463,16,3303,19,50113912,6790832,48878583,8026161,639943437730,86608927300,624318291470,102234073560,12769.776139807245,12772.839414555041,12753.802081983475,12737.605632381408,1235329.0
299,20210427,3014,18,5719,42,101024684,20975211,75947675,46052220,1279274774900,264877633170,959462023490,584690384580,12662.992095080446,12633.19809974433,12628.12722932799,12696.247533343669,25077009.0
300,20210426,2430,19,3907,22,42782806,12600386,39965368,15417824,516046465390,150915442730,480644321020,186317587100,12062.006063604149,12026.520587024246,11977.049173731662,12084.557918160177,2817438.0
301,20210425,1262,26,3570,10,28061370,32533974,52201344,8394000,329496952080,383337080380,614094473980,98739558480,11742.01231372524,11763.95906549839,11782.670029182416,11763.11156540386,-24139974.0
302,20210424,1639,23,4004,11,21954080,26005886,45846213,2113753,263813750870,311887682910,550319724440,25381709340,12016.616085483884,12003.602662667034,11992.965089134052,12007.888026652121,-23892133.0
303,20210421,1861,26,3638,10,24066817,31690764,51219436,4538145,290879473900,384134269250,620206270680,54807472470,12086.329234979432,12108.807107520668,12121.33192024023,12077.065071741868,-27152619.0
304,20210420,3372,26,4452,24,55030977,13167415,57227602,10970790,680824700290,161760810840,706240335720,136345175410,12371.662968840259,12340.903882710305,12284.93298342917,12428.017983208138,-2196625.0
305,20210419,4423,37,6858,29,95987405,45184330,119955155,21216580,1180943633070,554539198310,1473246436550,262236394830,12303.110320255038,12281.643390398687,12272.821093286102,12359.974832418797,-23967750.0
306,20210418,410,5,90,3,3589447,4860405,8119522,330330,44688615150,60512042250,101088048900,4112608500,12450.0,12450.0,12450.0,12450.0,-4530075.0
307,20210417,671,7,463,1,7455074,2236933,9677007,15000,94711507330,28411021250,122932028580,190500000,12704.301436846905,12703.517583484232,12700.881631233478,12700.0,-2221933.0
308,20210414,4093,18,6442,20,79559849,26844893,88831726,17573016,1030395446330,347495676710,1149308861370,228582261670,12951.199119671532,12938.044920685206,12944.572984887665,13007.571476063073,-9271877.0
309,20210413,5946,19,7948,49,175301921,13410848,106583785,82128984,2275560327210,173963521910,1382870935700,1066652913420,12980.806566346755,12974.496408623507,12971.850990332603,12987.533285691201,68718136.0
310,20210412,3260,9,6068,18,69802808,7048920,50480925,26370803,859629134820,86178347010,620340354780,325467127050,12315.108223439951,12288.609108886178,12225.751889651181,12341.94980903691,19321883.0
311,20210411,3686,22,5911,26,81848738,42777641,96074871,28551508,1001407595380,523360800130,1175335141050,349433254460,12234.856881727364,12233.533376797352,12234.447433181273,12238.696970401703,-14226133.0
312,20210410,730,6,657,3,8930051,11300400,20007118,223333,111363744970,140915988000,249494770460,2784962510,12470.672896492977,12470.300343107889,12470.0,12470.0,-11077067.0
313,20210407,1417,8,1413,2,12451672,11792171,23517785,726058,158457162990,149907256700,299121589260,9242830430,12725.773935420078,12718.952454918692,12712.439185286577,12730.154381605877,-11066113.0
314,20210406,3790,21,4525,13,44052695,10240757,42398585,11894867,570277850000,133459166140,548377831040,155359185100,12945.35669157131,12933.871048762594,13032.158280877087,13061.027508756508,1654110.0
315,20210405,4459,25,6941,24,88624523,20763872,86504918,22883477,1152800693770,271166224880,1126083818730,297883099920,13007.69419960658,13017.569922787512,13059.521118219183,13017.388044657724,2119605.0
316,20210404,493,7,66,4,894923,10701000,7660696,3935227,11839831290,141574230000,101351008080,52063053210,13230.0,13230.0,13230.0,13230.0,-6765773.0
317,20210403,807,9,476,2,4700737,22949971,26650708,1000000,63412942130,309595108790,359518050920,13490000000,13490.0,13490.0,13490.0,13490.0,-21949971.0
318,20210331,2314,13,2349,2,18011525,12506605,22218130,8300000,247849825990,172106217900,305724415270,114231628620,13760.624155367188,13760.132615571158,13761.226000181505,13762.846821686748,-4206605.0
319,20210330,3877,8,5018,21,46941112,8721485,41089015,14573582,656233022110,121271987240,574012040490,203492968860,13979.920674013858,13969.963516769629,13904.969995362027,13963.140212200406,5852097.0
320,20210328,4259,24,4600,10,34625724,49393019,81179758,2838985,478304683100,681110544750,1120285860500,39129367350,13813.5648253882,13800.064056608791,13789.611539031457,13782.872170863882,-46554034.0
321,20210327,6428,23,5653,13,61988220,14175198,64553711,11609707,871047368790,199470838180,907131891780,163386315190,14051.820955497673,14052.358535669622,14071.820244062905,14073.250529922934,-2565491.0
322,20210317,9070,27,10634,42,165552597,42211465,147604302,60159760,2343015526010,600581313710,2092387709880,851209129840,14152.695689877943,14175.655326631333,14227.919208916346,14149.144375575966,17948295.0
323,20210316,468,6,1869,19,49093706,8080000,20058368,37115338,662765031000,109080000000,270787968000,501057063000,13500.0,13500.0,13500.0,13500.0,29035338.0
324,20210313,5233,35,7421,22,78964215,34436417,79572226,33828406,1006289572340,438621447720,1013762073900,431148946160,12743.615222920915,12740.149733903385,12737.139514833962,12745.17475520425,-608011.0
325,20210310,3865,27,5450,11,34455772,53682727,72791418,15347081,430271361450,671135676050,909190617590,192216419910,12487.642460891604,12490.35453039258,12501.892388030139,12524.62405782572,-38335646.0
326,20210309,5370,38,7220,18,68313116,59100676,87135181,40278611,859931245920,744453247080,1100052607420,504331885580,12588.084049920955,12624.666578933255,12596.357562475258,12521.084343747603,-18822065.0
327,20210308,4183,27,9955,37,115991997,58292777,80382651,93902123,1439065702730,723832867080,996636170850,1166262398960,12406.594764723293,12398.647698867258,12417.196509269064,12419.979034552818,35609346.0
328,20210307,2994,28,5898,16,33566194,44979603,47248567,31297230,394629783470,530570814180,558046970040,367153627610,11756.762874873451,11810.876085194288,11795.809184443002,11731.186038189322,-13682373.0
329,20210306,2453,19,4611,14,27742978,34215149,51415154,10542973,320800185190,395932147680,594897798970,121834533900,11563.293067889106,11570.47587506983,11571.837599771961,11555.994110959025,-23672176.0
330,20210303,1950,15,4749,20,14487034,65034042,59707696,19813380,169478317150,764437548060,701220223860,232695641350,11698.620790839588,11744.218431406229,11754.421600613414,11744.36877251635,-45220662.0
331,20210302,3195,14,5226,12,46478673,16101698,46774821,15805550,549762845730,189941724960,552827412200,186877158490,11828.28188167076,11818.910267983709,11796.378553367476,11823.515062114257,-296148.0
332,20210301,4235,17,7027,28,74520752,17277970,64281180,27517542,861256488090,199916874990,743527978490,317645384590,11557.270491446463,11566.806621938178,11570.62287930816,11543.377842032547,10239572.0
333,20210228,1444,10,3487,11,13556470,63745887,69561945,7740412,154147888730,726685391490,792821195780,88012084440,11370.798499166818,11397.340827373358,11399.722016418094,11370.46509152226,-56005475.0
334,20210227,2312,19,3873,10,30797796,42329945,67754350,5373391,357300648310,491051573330,786019990390,62332231250,11601.500584976924,11601.026212929502,11600.571966960977,11600.166682454339,-36956554.0
335,20210224,4606,17,8533,27,69818061,7873497,64414926,13276632,825978856930,93225624930,760681685200,158522796660,11830.44680845548,11809.090414851986,11840.434425770403,11939.985732827421,5403135.0
336,20210223,6343,23,10835,36,120889880,14076041,111200682,23765239,1430812927720,163682614820,1313442059140,281053483400,11835.671668463894,11811.45686804331,11628.455388841223,11826.242664759231,9689198.0
337,20210222,4020,25,5893,16,74650026,56401675,104556643,26495058,869651012160,656638322490,1217825113350,308464221300,11649.70809467635,11647.515436680575,11642.177692240522,11642.330479140675,-29906617.0
338,20210221,2387,18,1430,2,18207087,28297971,43655058,2850000,216345303430,335697079130,518208344860,33834037700,11882.477599519352,11870.522422854187,11862.938128320226,11871.592175438596,-25447971.0
339,20210220,6448,21,7576,28,93198737,24240750,98061425,19378062,1129356447860,290770357760,1184832412080,235294393540,12117.7226667782,12082.553481962963,11995.105669585306,12142.307808696247,-4862688.0
340,20210217,2270,10,2958,6,23282751,29400843,44779458,7904136,284192483530,358719120790,546521187710,96390416610,12206.13850700031,12204.729849789606,12200.98079466633,12194.933970012662,-21496707.0
341,20210216,4310,16,5132,23,57017245,61527334,104075480,14469099,708888900030,764110994890,1293209120680,179790774240,12432.885875667967,12425.684903687208,12419.049310506449,12425.84450075295,-47058235.0
342,20210215,7728,28,7218,34,102407413,54095842,131158680,25344575,1298455754500,682961712300,1661251983520,320165483280,12679.314089303281,12665.970590127927,12625.031556029759,12632.505507786183,-28751267.0
343,20210214,11408,25,7571,38,197775635,19474974,188166341,29084268,2526144833600,247919602530,2400229236100,373835200030,12772.780800830193,12755.890470868007,12730.163466713742,12853.519298818179,9609294.0
344,20210213,305,8,3078,24,80051150,6170000,15499383,70721767,1007043467000,77618600000,194982238140,889679828860,12580.0,12580.0,12580.0,12580.0,64551767.0
345,20210209,1370,6,4928,22,71642787,2344002,42264281,31722508,850309548100,27839270020,500753212920,377395605200,11868.739111168303,11848.14223906944,11876.811547089124,11896.777051801831,29378506.0
346,20210208,3315,15,7653,43,82685801,75613770,108903751,49395820,937506987260,857978058530,1234961498820,560523546970,11338.185951176793,11339.93537853439,11346.84937055777,11347.590686215959,-26217950.0
347,20210207,336,2,3130,10,24471710,12115000,21868773,14717937,264492262430,130919302650,236310666110,159100898970,10808.082574940616,10805.849331830368,10806.38073875361,10810.0,2602937.0
348,20210206,3572,30,8194,12,40913326,69322891,105837987,4398230,421221822660,714471936520,1090522366270,45171392910,10295.467610235355,10303.695272189936,10306.435958073358,10270.3571459428,-64924661.0
349,20210203,2922,18,3599,11,38862487,36327423,59272603,15917307,418396606330,391975078650,638936626360,171435058620,10766.079029630811,10779.628260294221,10790.060133084584,10770.355727887889,-20410116.0
350,20210202,4057,24,6004,13,49153639,48306370,92416507,5043502,552127350140,542789245800,1038297808450,56618787490,11232.685135275538,11234.982170988133,11236.390683050704,11226.08605885355,-43262868.0
351,20210201,4596,20,5785,9,43485524,51129197,83481129,11133592,510872150670,600504976880,980943097690,130434029860,11748.096922322931,11750.477137054531,11744.854449405884,11715.359235366268,-39995605.0
352,20210131,7576,19,6767,15,89092328,15273056,97453639,6911745,1079677819330,181648253090,1177213605870,84112466550,12118.639658063486,12079.72958167319,11893.379628150384,12169.497941547323,-8361311.0
353,20210130,3883,11,6327,30,86561628,3567868,52434374,37695122,1057717558260,43649855820,640386005010,460981409070,12219.242898943628,12213.095268573246,12234.156594358312,12229.2059187393,34127254.0
354,20210127,3562,14,6195,11,44701929,45382055,75776343,14307641,521441829210,529559933640,883088859130,167912903720,11664.861917032707,11653.885951318605,11668.928029812665,11735.890194616988,-31074414.0
355,20210126,5673,16,8033,21,62770618,71195127,118802305,15163440,726470765700,838176366320,1390399646360,174247485660,11573.420636068933,11703.473651963233,11772.945728715395,11491.28994871876,-56031687.0
356,20210125,7523,14,6604,20,84982088,17351344,85637971,16695461,1003912329540,202472506440,1008939195270,197445640710,11813.222682172742,11781.446751815267,11668.98117171788,11826.306605729545,-655883.0
357,20210124,14798,37,11228,40,219069724,29019001,208523528,39565197,2549541076110,332214312750,2418064301930,463691086930,11638.034820868264,11596.122150446256,11448.165040209344,11719.670874632571,10546196.0
358,20210123,501,8,1614,7,32035714,2531285,8366999,26200000,359120353940,28375704850,93794058790,293702000000,11210.0,11210.0,11210.0,11210.0,23668715.0
359,20210120,1392,6,2317,11,33771731,3324945,23244673,13852003,360701593290,35390569550,247744760710,148347402130,10680.57758987835,10658.130605235874,10643.956381233374,10709.454952471495,10527058.0
360,20210119,4446,23,5605,19,105693143,18427861,100524191,23596813,1077004324160,188781603190,1023420812800,242365114550,10189.916711626222,10180.841075358667,10244.357887765704,10271.095276722326,5168952.0
361,20210118,4911,46,9556,29,53485962,118456582,159951463,11991081,524984066220,1162167921220,1569454081110,117697906330,9815.361762026454,9812.064558046586,9810.918917278907,9815.454197165376,-106465501.0
362,20210116,3266,28,7584,15,25675617,144195740,138648508,31222849,265827060970,1486810650300,1431031767360,321605943910,10353.28813987216,10321.29222306525,10311.058081882307,10300.339469662105,-112972891.0
363,20210113,6664,36,9858,17,66929160,81619709,122373545,26175324,725321203010,885656758430,1329056554710,281921406730,10837.147859169307,10860.65255942369,10851.015879387662,10770.503040573634,-55444385.0
364,20210112,4844,31,7795,12,42375644,94732383,128958796,8149231,479202610930,1070296587270,1457571909320,91927288880,11308.44432547149,11302.617227598806,11298.106870910236,11280.48632809648,-86583152.0
365,20210111,7270,27,7853,14,66960006,14883363,76224630,5618739,793950626480,177624144990,905723670560,65851100910,11857.087146617041,11882.296713804973,11934.409245410463,11719.907422288168,-9264624.0
366,20210110,6626,13,8660,17,80437311,25094249,80258148,25273412,947548397200,295674948460,944741924790,298481420870,11779.961132713648,11771.289873147833,11782.578090302683,11810.09595657286,179163.0
367,20210109,6045,42,12953,17,101760232,56552880,134290646,24022466,1145280109410,637904236280,1513516184720,269668160970,11254.692397025981,11270.45129204308,11279.78338645176,11225.665215636063,-32530414.0
368,20210106,8406,51,14250,14,91658910,99719489,168339111,23039288,1078265411240,1176296477030,1984297234570,270264653700,11763.89083439897,11787.49978411137,11796.053999334072,11730.599213829872,-76680201.0
369,20210105,7118,35,10544,14,61636888,79430138,129420082,11646944,755887650900,981606185130,1595011377620,142482458410,12263.55962195885,12324.295835479381,12358.107512415501,12233.462993382642,-67783194.0
370,20210104,6809,23,8062,12,56185718,28505286,66836059,17854945,713444462770,361074818950,847913493340,226605788380,12697.968241146264,12686.467545011892,12666.942508487724,12691.486217403639,-10650341.0
371,20210103,6534,36,10032,14,47645591,46394170,89548481,4491280,602252985960,586628711220,1131763329590,57118367590,12640.266881357396,12638.554188205604,12644.448887004553,12717.61448629344,-41902890.0
372,20210102,8255,57,11765,14,63005530,119259727,143471692,38793565,794206443310,1503142880210,1808498835610,488850487910,12605.345011937841,12605.265961525009,12603.943661635247,12601.329316086314,-80466162.0
373,20201230,7923,38,10319,15,61297551,60335239,98775563,22857227,810671114950,796977793850,1307802174000,299846734800,13225.179501053803,13240.138899537327,13209.159473951864,13118.246355955602,-37478012.0
374,20201229,5315,40,11530,18,85293934,66683079,126088082,25888931,1141738496810,889021541030,1683824220460,346935817380,13385.928439061094,13354.348751692487,13332.040966944553,13400.93252131577,-40794148.0
375,20201228,10559,37,7964,23,76476029,22717467,70054310,29139186,1043591052910,309334815150,956051729870,396874138190,13645.989031543466,13647.293505139085,13616.60677882794,13619.94594461218,6421719.0
376,20201227,8499,37,12046,20,73481142,55685844,113234416,15932570,992565796870,751574196680,1528292350000,215847643550,13507.762261914764,13496.712430609436,13496.683226710185,13547.57227176783,-39753274.0
377,20201226,9896,54,15128,18,136662346,84009648,155412288,65259706,1848471638170,1144838335510,2115208853890,878101119790,13525.829844674261,13610.306373521764,13627.462592272735,13455.486909334222,-18749942.0
378,20201223,9656,59,13552,13,89094890,70734860,149550595,10279155,1249051537730,993288008090,2098035451150,144304094670,14019.339804224463,14028.934162047299,14042.4114515813,14038.517239014296,-60455705.0
379,20201222,8166,34,12395,20,101039103,53385339,143280733,11143709,1440148772970,761147695360,2042807289480,158489178850,14253.380426091075,14257.376038689026,14257.616596946214,14222.30056886805,-42241630.0
380,20201221,7481,43,10484,12,84493558,40547388,117501078,7539868,1210178793860,581600980420,1684139227670,107640546610,14322.734448701995,14332.968312597099,14343.734802843528,14276.184491558739,-33007520.0
381,20201220,10655,43,12843,17,108238665,74814821,175370324,7683162,1573878327630,1082537519820,2545075094650,111340752800,14540.814298014486,14512.575654761293,14469.55971223937,14491.527420611461,-67131659.0
382,20201219,9134,30,13603,37,251949059,42591550,159944366,134596243,3677583929310,621985964600,2333026994240,1966542899670,14596.537664822157,14586.4906191194,14603.506202521392,14610.68196138283,92004693.0
383,20201216,11613,43,15669,18,139814060,35618584,165192298,10240346,1949328720590,494907168730,2300778016080,143457873240,13942.293933743143,13927.877049570434,13894.633451178182,14009.084579759317,-25378238.0
384,20201215,7994,54,15705,29,110214312,193087886,262214640,41087558,1526162037230,2672192694800,3630111882310,568242849720,13847.221921868006,13844.04731295705,13839.256051516355,13830.046792267382,-152000328.0
385,20201214,12618,46,16117,12,123114864,136739066,239222166,20631764,1794339044160,1986537007050,3483073314680,297802736530,14574.511849032298,14559.994054564326,14527.940442784653,14434.186845584314,-116107302.0
386,20201213,22486,46,15811,21,210261166,67229323,265687044,11803445,3178460775940,1013747351740,4014453359210,177754768470,15116.7276221611,15109.706889621611,15078.946306509735,15059.566801895548,-55425878.0
387,20201212,15144,43,18651,45,442175069,160040825,276019038,326196856,6701794056420,2425807166550,4182619973530,4944981249440,15156.42677814565,15153.374940499576,15157.427278633437,15159.50003343993,166156031.0
388,20201211,15144,43,18651,45,442175069,160040825,276019038,326196856,6701794056420,2425807166550,4182619973530,4944981249440,15156.42677814565,15153.374940499576,15157.427278633437,15159.50003343993,166156031.0
389,20201209,12132,52,21475,39,187514942,52982622,214036096,26461468,2714661592580,757933259870,3089010119780,383584732670,14477.041475340136,14432.192408237534,14305.318069573832,14495.973264597415,-26521154.0
390,20201208,11406,54,17371,24,141959134,62878594,187331792,17505936,2032969391410,899283862120,2681177545990,251075707540,14320.807221957271,14312.45341415407,14301.907929429846,14342.318373607672,-45372658.0
391,20201207,16092,59,19666,30,208896118,57900480,207527247,59269351,2998089145970,823561115430,2971884362540,849765898860,14352.057734122182,14320.453846429138,14223.735544679423,14337.357918091595,1368871.0
392,20201206,19999,35,14911,24,186937077,19712687,178530302,28119462,2722602717940,286447601300,2598125662170,410924657070,14564.273506533966,14552.85535880626,14531.129180917853,14613.531975469516,8406775.0
393,20201205,15254,29,13626,16,149004842,28795521,163230751,14569612,2133604234610,411226603470,2335238105110,209592732970,14319.026187149006,14306.361336964013,14280.922490341467,14385.608413593993,-14225909.0
394,20201202,21002,33,13785,23,163338346,25462148,174604905,14195589,2341837594790,362368899770,2499503211640,204703282920,14337.341182516933,14315.194705669925,14231.67046904291,14420.203551962515,-11266559.0
395,20201201,21720,41,14830,30,233654196,33428527,233014678,34068045,3370391823940,480133386290,3359085386880,491439823350,14424.700611582426,14415.767348698952,14362.983636401328,14425.242873490393,639518.0
396,20201130,29694,61,22063,39,411414968,53942429,337719888,127637509,5858485501680,770629381280,4791381720250,1837733162710,14239.845307913056,14187.44317554079,14286.145351000045,14398.065091586832,73695080.0
397,20201129,33337,39,17838,22,333664438,29699417,353113713,10250142,4585514069780,408128338980,4852466145860,141176262900,13742.891203107476,13741.936286286338,13741.964664828269,13773.103133595612,-19449275.0
398,20201128,24852,23,17854,46,434076500,28755622,356571202,106260920,5922101367500,395317290620,4855934673110,1461483985010,13642.990043229707,13618.415188532248,13747.478340757158,13753.729828520212,77505298.0
399,20201125,8676,16,15703,28,266509732,13612258,187505547,92616443,3496557254950,178105350260,2447374345910,1227288259300,13119.810780305765,13052.277039622726,13084.188549761546,13251.29987231317,79004185.0
400,20201124,22734,45,16945,31,266274144,60749418,304394868,22628694,3366752858610,765240548920,3845702588630,286290818900,12643.934585740326,12633.927154875686,12596.672924833618,12651.672204326065,-38120724.0
401,20201123,19464,36,15793,27,223508008,31491168,237274194,17724982,2949875229990,414404641970,3131291738630,232988133330,13198.07400363928,13196.933412109705,13159.392562702025,13144.61889608689,-13766186.0
402,20201122,22788,35,16712,43,335844505,88949627,372575819,52218313,4500019309110,1189212742880,4989289782190,699942269800,13399.115489800854,13391.34084327142,13369.507922500901,13404.153247922812,-36731314.0
403,20201121,34511,39,16557,48,311743640,50471169,315294928,46919881,4369389336420,690137335660,4401827503280,657699168800,14015.969456249371,13960.984184560051,13673.892428764628,14017.494392195922,-3551288.0
404,20201118,5252,10,4984,21,86543902,18742110,48232960,57053052,1229875147480,266636765300,684708007500,811803905280,14210.997182447354,14195.852949932992,14226.614041855479,14228.930387107073,38310942.0
405,20201117,14342,26,10988,35,217396622,18199756,172789529,62806849,2946905498920,247469213240,2341019585050,853355127110,13555.433712856862,13548.38802211215,13597.391813384751,13586.97563557121,44607093.0
406,20201116,14659,18,9827,33,154053387,12057498,142514365,23596520,1999515892620,154543102710,1846257502020,307801493310,12979.369889608464,12954.887053105138,12817.1783822813,13044.359647524296,11539022.0
407,20201115,18728,20,13094,41,195230073,90701878,243446624,42485327,2475947230330,1145087145780,3078820794190,542213581920,12682.202041332024,12646.800122354542,12624.734691601425,12762.37280508633,-48216551.0
408,20201114,2441,2,4817,20,73246951,6275681,46737645,32784987,901374156440,77441903540,574659320400,404156739580,12305.961465071769,12295.42738835044,12340.0,12327.494275962348,26509306.0
409,20201111,10218,20,11722,35,147502363,25598130,139184946,33915547,1733787856970,302240321000,1637285199150,398742978820,11754.305637598498,11763.37848455249,11807.125012647408,11756.937867462377,8317417.0
410,20201110,7415,19,11707,25,65531109,92426546,142195883,15761772,762160100290,1069839663130,1649447359140,182552404280,11630.50819558082,11599.825004356842,11575.025892777601,11581.972146278984,-76664774.0
411,20201109,13087,36,18539,57,153411516,295308632,390320355,58399793,1764517101770,3412749427590,4506224382440,671042146920,11501.855582797318,11544.93821476464,11556.551545672393,11490.488449505292,-236908839.0
412,20201108,1362,4,75,2,3579997,442545,3895046,127496,41850164930,5173351050,45533087740,1490428240,11690.0,11690.0,11690.0,11690.0,-315049.0
413,20201107,2976,4,166,9,11387626,2505000,13003586,889040,140067799800,30811500000,159944107800,10935192000,12300.0,12300.0,12300.0,12300.0,-1615960.0
414,20201104,2822,7,8725,27,150117275,5828863,110180164,45765974,1941958404100,75380910620,1425140610610,592198704110,12936.275349389336,12934.638676068771,12932.352436487185,12939.715958191997,39937111.0
415,20201102,6610,23,8652,11,58435372,38149497,91388362,5196507,719574998870,471736313570,1127073545430,64237767010,12314.031283483573,12332.790748892074,12365.46614415388,12361.720480699823,-32952990.0
416,20201101,12581,33,11231,26,93899486,99583942,172645214,20838214,1177491740400,1243931176990,2160762638820,260660278570,12539.916782931059,12515.624318551918,12491.282751088524,12508.762918453567,-78745728.0
417,20201031,13527,30,10453,35,130484376,51428683,143205155,38707904,1696467968080,670983911960,1862278771380,505173108660,13001.3111154396,13004.271887977775,13046.881094738514,13050.903212429172,-12720779.0
418,20201028,16267,58,19029,36,161312192,122721094,250747147,33286139,1998381667700,1534494451270,3115497205080,417378913890,12388.286607003642,12424.856044643251,12503.91763350806,12539.120679932268,-89434955.0
419,20201027,10204,50,13738,20,114584128,158179530,256024049,16739609,1434346326520,1974666580600,3199269988400,209742918720,12517.844762234434,12495.974502770245,12483.704943364037,12529.738222678916,-141439921.0
420,20201026,12853,62,21598,28,162102431,278393258,421161361,19334328,2119652167160,3642738463100,5509688770820,252701859440,13076.004808095691,13082.132600526002,13084.865952824188,13070.113398303783,-259058930.0
421,20201024,6835,16,2537,3,48436406,16715191,63095482,2056115,667013744500,228087001420,867071253620,28029492300,13770.917365338792,13742.20825541835,13645.49178169726,13632.25904193102,-14659076.0
422,20201021,31751,51,21900,35,292299296,67051150,312497358,46853088,4195164537290,955236775360,4477823717390,672577595260,14352.290938429082,14329.15704007328,14246.389142617241,14355.03237822873,-20198062.0
423,20201020,4960,5,602,10,18736502,23319500,40156002,1900000,275613944420,343029845000,590694789420,27949000000,14710.0,14710.0,14710.0,14710.0,-21419500.0
424,20201019,7670,12,4660,10,47222847,73276000,113324303,7174544,731009671560,1134312480000,1754260210440,111061941120,15480.0,15480.0,15480.0,15480.0,-66101456.0
425,20201018,14692,18,3704,13,63822215,13307744,69310185,7819774,1039755417240,216618869210,1129704605680,126669680770,16291.434216753523,16299.258264568187,16277.655266737924,16198.6370411728,-5487970.0
426,20201014,25307,28,13731,20,149305652,34121526,171230597,12196581,2542270845180,581896655570,2916558106030,207609394720,17027.29140608823,17032.92610741759,17053.65274607003,17021.93382883285,-21924945.0
427,20201013,22413,17,14667,26,147354921,29763887,163934129,13184679,2592828765730,520120070620,2881062115630,231886720720,17595.80710392427,17574.510769688477,17474.870490537745,17587.589407371997,-16579208.0
428,20201012,33299,35,16331,21,230784527,91580183,245362634,77002076,4060302057840,1612674288510,4333929524100,1339046822250,17593.476090535307,17663.364031623496,17609.4241754245,17389.749625062057,-14578107.0
429,20201011,27802,20,24038,51,375965312,21370613,297147746,100188179,6851405578000,390799447340,5403221132320,1838983893020,18223.504560973965,18183.618099260293,18286.768252272406,18355.298113762503,78817566.0
430,20201010,32499,35,18540,32,177727498,74959064,231901914,20784648,3105187128620,1313764740440,4052861042250,366090826810,17471.618987288057,17476.617473066653,17526.429364699645,17613.52065283954,-54174416.0
431,20201007,26908,31,15495,26,147927053,62772524,197436375,13263202,2665377045540,1127864097610,3553832740320,239408402830,18018.185257432255,17999.888522669644,17967.480447496422,18050.573521386465,-49509322.0
432,20201006,26773,24,16938,38,189036269,33368426,204596867,17807828,3377164291800,595539737730,3651393434160,321310595370,17865.165820639424,17846.771007299933,17847.40274323997,18043.222080199786,-15560598.0
433,20201005,18469,18,16975,26,115188495,97958720,200080818,13066397,2047304881070,1760477494080,3573096181230,234686193920,17773.518796907625,17858.26456002394,17971.626151097116,17961.048781848585,-84892323.0
434,20201004,31218,39,16419,29,182780838,115165829,271937951,26008716,3330456293730,2094857770430,4948944000480,476370063680,18221.03635245397,18198.79859461028,18189.924812072513,18315.78551128783,-89157113.0
435,20201003,20005,25,11913,38,169901073,8737593,127380501,51258165,3178732145700,163627706800,2379254251920,963105600580,18709.311775211685,18678.32386622502,18726.862970156657,18789.310943534558,42520572.0
436,20200930,18576,30,14807,26,137851187,34253932,153834104,18271015,2471041931720,612638037620,2755749496330,327930473010,17925.430933866388,17913.7748046428,17885.188702424002,17948.125652023162,-15982917.0
437,20200929,22937,38,32209,44,248354320,120732397,326577083,42509634,4338353734020,2119176955340,5710939279110,746591410250,17468.404552093154,17487.262812957393,17552.678551888603,17562.875517817913,-78222763.0
438,20200928,3791,9,1475,5,9601544,76069232,83346776,2324000,172155683920,1363921329760,1494407693680,41669320000,17930.0,17930.0,17930.0,17930.0,-73745232.0
439,20200927,9184,14,3593,2,45794072,54283974,98233765,1844281,866875940630,1021769876900,1853857271910,34788545620,18929.87242169685,18871.894728966156,18822.680095234,18862.931201915544,-52439693.0
440,20200926,24894,31,20564,24,188761194,69875833,254301777,4335250,3747151352180,1377247266950,5038568307580,85830311550,19851.28019575888,19813.34289921222,19709.922698882172,19798.238060088806,-65540583.0
441,20200923,24154,24,25784,28,238057433,17859661,245599752,10317342,4731683327130,356349492040,4881526086400,206506732770,19876.225948928888,19875.94061739932,19952.75789613252,20015.49747696645,-7542319.0
442,20200922,28158,37,34131,35,327298610,119700086,430431499,16567197,6245146841190,2305625891020,8233682488140,317090244070,19080.88409293886,19128.9032221594,19261.68951140102,19139.64348163422,-103132889.0
443,20200921,4862,13,1255,3,19584406,31853777,50708183,730000,382483449180,622104264810,990330813990,14256900000,19530.0,19530.0,19530.0,19530.0,-31123777.0
