jdate,labelProb
1388-02-15,0.7943534262804639
1388-02-16,0.7950622373769246
1388-03-16,0.7082861689803586
1388-03-17,0.7504988105620115
1388-03-18,0.734917998664914
1388-03-19,0.7363039572314166
1388-03-20,0.7538816621254402
1388-03-23,0.7609903712971986
1388-03-24,0.5661810137719046
1388-04-02,0.4822756110716115
1388-04-03,0.4708595973379035
1388-04-06,0.4783988551834184
1388-04-07,0.4897161489445427
1388-04-08,0.4854746538583855
1388-04-09,0.5057459889492181
1388-04-10,0.49858273732753655
1388-04-13,0.4702406202599394
1388-04-14,0.44802897100333744
1388-04-16,0.4744216514478821
1388-04-20,0.46681047446949364
1388-04-21,0.4986782006725407
1388-04-22,0.619509976957284
1388-04-23,0.6346373622878245
1388-04-24,0.7004065397062031
1388-04-27,0.7366592997023368
1388-04-28,0.7246425233131042
1388-04-30,0.7141167742299841
1388-04-31,0.6508640737155287
1388-05-03,0.729518462709389
1388-05-04,0.7339109523533159
1388-05-05,0.7157817579336377
1388-05-06,0.7452772556471106
1388-05-07,0.7412567329300368
1388-05-10,0.7408695048631979
1388-05-11,0.7770937836139604
1388-05-12,0.7139768016850853
1388-05-13,0.7192975807690556
1388-05-14,0.7781879406828471
1388-05-17,0.8141425103951324
1388-05-18,0.7746620747265317
1388-05-19,0.7865292186001723
1388-05-20,0.7782174270791816
1388-05-21,0.7897013998905167
1388-05-24,0.7938710197719967
1388-05-25,0.7723441083544673
1388-05-26,0.783001391205375
1388-05-27,0.7823712445523964
1388-05-28,0.7746991906411178
1388-05-31,0.7847882455647581
1388-06-01,0.7644936405293197
1388-06-02,0.774214779334629
1388-06-03,0.7744288626634783
1388-06-04,0.8000079490131582
1388-06-07,0.7142639948283548
1388-06-08,0.6973584223769013
1388-06-09,0.6919670182709099
1388-06-10,0.700909872658647
1388-06-11,0.7131778226332878
1388-06-14,0.648773598660715
1388-06-15,0.6625097819363773
1388-06-16,0.6499858985694408
1388-06-17,0.6673541079624311
1388-06-18,0.7113721026576386
1388-06-22,0.7696902471702062
1388-06-23,0.7432537368770797
1388-06-28,0.7099681938988145
1388-06-30,0.738867853820391
1388-06-31,0.76603539986699
1388-07-01,0.713838056819014
1388-07-04,0.6250758618637449
1388-07-05,0.6403952670390959
1388-10-12,0.7512169051377071
1388-10-13,0.7697816230074152
1388-10-14,0.7893270091906938
1388-10-15,0.7829221043762656
1388-10-16,0.7919364431569953
1388-10-19,0.782612095614842
1388-10-20,0.7535862812570103
1388-10-21,0.712834898250434
1388-10-22,0.6095672304236112
1388-10-23,0.6558094594130964
1388-10-26,0.6536301239860497
1388-10-27,0.6382171132920512
1388-10-28,0.668990921047046
1388-10-29,0.6543986047783443
1388-10-30,0.6268672547834337
1388-11-06,0.6168798800766779
1388-11-07,0.6582901630299123
1388-11-10,0.6413822364348474
1388-11-11,0.6882326156865246
1388-11-12,0.7271371776575479
1388-11-13,0.714352774568671
1388-11-14,0.7145216348153192
1388-11-17,0.7270063923571951
1388-11-18,0.7281848536401143
1388-11-19,0.747581701898927
1388-11-20,0.7613134725629731
1388-11-21,0.7635836021565543
1388-11-25,0.810693908890762
1388-11-27,0.8124431563181073
1388-11-28,0.782419896860321
1388-12-01,0.8115595239279679
1388-12-02,0.7987645864571462
1388-12-03,0.7830970521397979
1388-12-04,0.7475951288727681
1388-12-05,0.6946099414554499
1388-12-08,0.7274639294383655
1388-12-09,0.7493905195957221
1388-12-10,0.7613508496518021
1388-12-11,0.7505507237371267
1388-12-12,0.7364638126915792
1388-12-15,0.8024938551107682
1388-12-16,0.7874121911676286
1388-12-17,0.7979143828084145
1388-12-18,0.7940898707671852
1388-12-19,0.7036543247766844
1388-12-22,0.7787511568155248
1388-12-23,0.7537008484261595
1388-12-24,0.6955167389902206
1388-12-25,0.6349759804979054
1388-12-26,0.7115423518379919
1389-01-07,0.8229790596316862
1389-01-08,0.8191429058720961
1389-01-09,0.8390742211568653
1389-01-10,0.8028543408734589
1389-01-11,0.8271465731913668
1389-01-14,0.8458849042961704
1389-01-15,0.7794419414336723
1389-01-16,0.755379568924633
1389-01-17,0.7810130413000846
1389-01-18,0.7853035996450694
1389-01-21,0.7655483505951288
1389-01-22,0.7725450032413104
1389-01-23,0.7662557725583861
1389-01-24,0.7644633521404313
1389-01-25,0.6891529154244428
1389-01-28,0.554157055299099
1389-01-29,0.6577602586144403
1389-01-30,0.635095355709325
1389-01-31,0.5390903712635834
1389-02-01,0.5230382268771429
1389-02-04,0.399189606817502
1389-02-05,0.3828060808143316
1389-02-06,0.3746566982963056
1389-02-07,0.3116662347114985
1389-02-08,0.286668249040382
1389-02-11,0.2780439091047554
1389-02-12,0.3846730093726614
1389-02-13,0.32335435560379644
1389-02-14,0.2502210126530948
1389-02-15,0.24988140917389448
1389-02-18,0.31325833646648527
1389-02-19,0.2837454781876219
1389-02-20,0.4031055986260977
1389-02-21,0.3837690300872167
1389-02-22,0.3697997119644162
1389-02-25,0.4136582627767122
1389-02-26,0.518089461328861
1389-02-28,0.4659076729906288
1389-02-29,0.5338836565617634
1389-03-04,0.4949204875468543
1389-03-05,0.4865292277375892
1389-03-08,0.39651317926354274
1389-03-09,0.42552672087534194
